Date,Bloomberg Barclays Euro Government Inflation-Linked Bond All Maturities
01-10-2013,193.5701
30-09-2013,193.151
27-09-2013,192.9415
26-09-2013,192.8126
25-09-2013,192.8161
24-09-2013,192.7131
23-09-2013,192.394
20-09-2013,192.0229
19-09-2013,192.4836
18-09-2013,191.8049
17-09-2013,192.039
16-09-2013,191.8819
13-09-2013,191.312
12-09-2013,191.283
11-09-2013,190.7983
10-09-2013,190.079
09-09-2013,190.8938
06-09-2013,191.3167
05-09-2013,190.5119
04-09-2013,191.5069
03-09-2013,191.2505
02-09-2013,191.612
30-08-2013,192.0389
29-08-2013,192.4214
28-08-2013,192.7749
27-08-2013,192.9467
26-08-2013,192.8891
23-08-2013,192.3567
22-08-2013,192.3585
21-08-2013,192.7053
20-08-2013,193.1512
19-08-2013,193.1841
16-08-2013,193.7155
15-08-2013,193.4809
14-08-2013,194.4452
13-08-2013,194.1103
12-08-2013,195.1778
09-08-2013,195.3438
08-08-2013,195.4176
07-08-2013,195.6075
06-08-2013,195.2765
05-08-2013,195.0585
02-08-2013,195.5138
01-08-2013,195.0301
31-07-2013,194.6578
30-07-2013,194.2644
29-07-2013,194.3566
26-07-2013,194.3804
25-07-2013,194.3461
24-07-2013,194.5441
23-07-2013,195.2114
22-07-2013,195.3677
19-07-2013,195.0184
18-07-2013,195.1652
17-07-2013,195.3694
16-07-2013,195.6963
15-07-2013,194.8948
12-07-2013,194.8702
11-07-2013,194.708
10-07-2013,194.6246
09-07-2013,194.929
08-07-2013,195.182
05-07-2013,195.2224
04-07-2013,195.096
03-07-2013,194.221
02-07-2013,193.9148
01-07-2013,192.9141
28-06-2013,192.1768
27-06-2013,191.8422
26-06-2013,191.4075
25-06-2013,189.7912
24-06-2013,188.7529
21-06-2013,191.6241
20-06-2013,193.0508
19-06-2013,195.5036
18-06-2013,195.098
17-06-2013,195.3608
14-06-2013,194.8862
13-06-2013,193.6277
12-06-2013,193.5256
11-06-2013,193.586
10-06-2013,194.9383
07-06-2013,196.0138
06-06-2013,196.5174
05-06-2013,197.3907
04-06-2013,197.7949
03-06-2013,197.97
31-05-2013,198.4138
30-05-2013,198.5159
29-05-2013,199.2459
28-05-2013,199.461
27-05-2013,199.3353
24-05-2013,199.6342
23-05-2013,199.392
22-05-2013,199.9299
21-05-2013,199.3477
20-05-2013,199.4978
17-05-2013,199.7198
16-05-2013,199.4881
15-05-2013,198.6117
14-05-2013,199.0686
13-05-2013,198.9801
10-05-2013,198.7329
09-05-2013,199.6918
08-05-2013,200.6902
07-05-2013,200.6931
06-05-2013,201.6274
03-05-2013,201.4474
02-05-2013,201.5175
01-05-2013,201.055
30-04-2013,201.055
29-04-2013,200.3218
26-04-2013,201.0257
25-04-2013,201.0404
24-04-2013,201.1481
23-04-2013,200.9035
22-04-2013,200.0203
19-04-2013,198.9914
18-04-2013,198.9872
17-04-2013,199.4702
16-04-2013,199.2324
15-04-2013,199.6997
12-04-2013,199.7935
11-04-2013,199.8448
10-04-2013,200.2489
09-04-2013,201.0916
08-04-2013,201.896
05-04-2013,201.6406
04-04-2013,200.2131
03-04-2013,199.2213
02-04-2013,198.5648
01-04-2013,198.1569
29-03-2013,198.1569
28-03-2013,198.1569
27-03-2013,197.9392
26-03-2013,197.2601
25-03-2013,197.1672
22-03-2013,197.437
21-03-2013,197.4837
20-03-2013,196.7274
19-03-2013,197.2573
18-03-2013,197.233
15-03-2013,197.1848
14-03-2013,197.2027
13-03-2013,197.1966
12-03-2013,197.3755
11-03-2013,197.462
08-03-2013,197.5904
07-03-2013,197.6587
06-03-2013,197.8388
05-03-2013,197.8987
04-03-2013,198.1097
01-03-2013,197.8096
28-02-2013,196.973
27-02-2013,196.6311
26-02-2013,196.8942
25-02-2013,196.5002
22-02-2013,196.5918
21-02-2013,196.7708
20-02-2013,196.4729
19-02-2013,196.8514
18-02-2013,197.0056
15-02-2013,196.9768
14-02-2013,197.6174
13-02-2013,197.3154
12-02-2013,197.5552
11-02-2013,197.6415
08-02-2013,198.0133
07-02-2013,197.8538
06-02-2013,197.5742
05-02-2013,197.4178
04-02-2013,197.5723
01-02-2013,197.4239
31-01-2013,197.1927
30-01-2013,196.8096
29-01-2013,196.8081
28-01-2013,196.6605
25-01-2013,196.9864
24-01-2013,197.3352
23-01-2013,197.6867
22-01-2013,197.1831
21-01-2013,196.7269
18-01-2013,197.2115
17-01-2013,196.5162
16-01-2013,197.3837
15-01-2013,197.5351
14-01-2013,197.6545
11-01-2013,197.6612
10-01-2013,197.861
09-01-2013,198.2101
08-01-2013,198.5112
07-01-2013,198.4457
04-01-2013,198.0092
03-01-2013,199.0136
02-01-2013,199.6529
01-01-2013,200.1194
31-12-2012,200.1194
28-12-2012,200.1242
27-12-2012,200.2338
26-12-2012,200.0013
25-12-2012,200.0013
24-12-2012,200.0013
21-12-2012,199.9483
20-12-2012,199.6546
19-12-2012,199.0919
18-12-2012,198.6897
17-12-2012,198.9115
14-12-2012,199.3921
13-12-2012,199.435
12-12-2012,199.3621
11-12-2012,199.4
10-12-2012,199.0523
07-12-2012,199.3737
06-12-2012,199.419
05-12-2012,199.1911
04-12-2012,198.5779
03-12-2012,198.2287
30-11-2012,198.3097
29-11-2012,198.0423
28-11-2012,198.2931
27-11-2012,197.6133
26-11-2012,197.6331
23-11-2012,197.4952
22-11-2012,197.0497
21-11-2012,196.9357
20-11-2012,196.5945
19-11-2012,197.1369
16-11-2012,197.0016
15-11-2012,197.0102
14-11-2012,196.8122
13-11-2012,197.0281
12-11-2012,196.9857
09-11-2012,197.0985
08-11-2012,197.1103
07-11-2012,197.0432
06-11-2012,197.2518
05-11-2012,196.4899
02-11-2012,196.7247
01-11-2012,196.6317
31-10-2012,195.8625
30-10-2012,195.5178
29-10-2012,195.5931
26-10-2012,195.7245
25-10-2012,195.9043
24-10-2012,195.8885
23-10-2012,195.7412
22-10-2012,196.173
19-10-2012,196.3864
18-10-2012,196.1216
17-10-2012,196.0457
16-10-2012,196.355
15-10-2012,197.6133
12-10-2012,197.9754
11-10-2012,197.814
10-10-2012,198.237
09-10-2012,198.1748
08-10-2012,197.9322
05-10-2012,197.7725
04-10-2012,197.3711
03-10-2012,196.684
02-10-2012,196.5715
01-10-2012,196.7922
28-09-2012,196.952
27-09-2012,195.9649
26-09-2012,195.7249
25-09-2012,194.9005
24-09-2012,195.124
21-09-2012,195.4585
20-09-2012,195.1263
19-09-2012,195.3765
18-09-2012,195.7761
17-09-2012,195.7592
14-09-2012,195.5062
13-09-2012,195.7937
12-09-2012,195.4587
11-09-2012,195.946
10-09-2012,195.697
07-09-2012,196.0833
06-09-2012,195.4988
05-09-2012,195.9863
04-09-2012,196.1783
03-09-2012,195.958
31-08-2012,196.3805
30-08-2012,196.1089
29-08-2012,195.8082
28-08-2012,196.3624
27-08-2012,196.6229
24-08-2012,197.0256
23-08-2012,197.0714
22-08-2012,196.9362
21-08-2012,196.6817
20-08-2012,197.0619
17-08-2012,197.0853
16-08-2012,196.6431
15-08-2012,196.7542
14-08-2012,197.2688
13-08-2012,197.1158
10-08-2012,197.168
09-08-2012,196.7094
08-08-2012,196.4516
07-08-2012,196.3346
06-08-2012,196.5056
03-08-2012,196.4023
02-08-2012,196.4211
01-08-2012,195.1595
31-07-2012,195.6791
30-07-2012,194.8677
27-07-2012,193.8092
26-07-2012,193.7042
25-07-2012,191.9862
24-07-2012,191.8925
23-07-2012,193.0807
20-07-2012,194.7748
19-07-2012,194.2336
18-07-2012,193.6552
17-07-2012,193.9148
16-07-2012,193.1253
13-07-2012,192.4693
12-07-2012,193.132
11-07-2012,192.7811
10-07-2012,191.1594
09-07-2012,190.1237
06-07-2012,190.884
05-07-2012,190.7744
04-07-2012,191.6839
03-07-2012,191.8038
02-07-2012,190.1814
29-06-2012,189.1298
28-06-2012,186.9885
27-06-2012,187.0937
26-06-2012,186.8126
25-06-2012,188.8144
22-06-2012,190.1842
21-06-2012,190.7907
20-06-2012,190.6343
19-06-2012,190.0683
18-06-2012,190.1402
15-06-2012,190.6879
14-06-2012,188.9636
13-06-2012,187.7867
12-06-2012,187.7563
11-06-2012,190.2892
08-06-2012,191.5828
07-06-2012,191.0392
06-06-2012,191.4674
05-06-2012,191.2975
04-06-2012,191.2795
01-06-2012,191.2856
31-05-2012,190.2918
30-05-2012,189.7439
29-05-2012,190.8106
28-05-2012,190.9529
25-05-2012,191.3769
24-05-2012,190.7989
23-05-2012,189.5713
22-05-2012,189.9329
21-05-2012,188.9998
18-05-2012,188.8824
17-05-2012,188.8639
16-05-2012,189.0094
15-05-2012,188.1009
14-05-2012,188.9964
11-05-2012,190.2498
10-05-2012,189.9868
09-05-2012,188.5902
08-05-2012,190.4793
07-05-2012,190.4838
04-05-2012,190.5175
03-05-2012,190.2568
02-05-2012,189.9174
01-05-2012,189.8713
30-04-2012,189.8713
27-04-2012,188.5285
26-04-2012,188.4558
25-04-2012,187.8699
24-04-2012,187.1735
23-04-2012,186.7394
20-04-2012,187.8574
19-04-2012,188.0221
18-04-2012,189.0081
17-04-2012,188.9536
16-04-2012,188.9918
13-04-2012,189.6184
12-04-2012,190.6369
11-04-2012,189.3856
10-04-2012,188.1873
09-04-2012,188.1942
06-04-2012,188.1942
05-04-2012,188.1942
04-04-2012,189.5894
03-04-2012,191.4238
02-04-2012,191.6088
30-03-2012,191.544
29-03-2012,190.8511
28-03-2012,191.3906
27-03-2012,191.5463
26-03-2012,191.5883
23-03-2012,191.0391
22-03-2012,191.0019
21-03-2012,191.4102
20-03-2012,191.6459
19-03-2012,192.2889
16-03-2012,191.9144
15-03-2012,192.2478
14-03-2012,192.8946
13-03-2012,192.8995
12-03-2012,192.4884
09-03-2012,192.951
08-03-2012,193.1101
07-03-2012,192.4652
06-03-2012,192.5053
05-03-2012,193.4224
02-03-2012,193.8602
01-03-2012,193.362
29-02-2012,192.1469
28-02-2012,191.4147
27-02-2012,190.8989
24-02-2012,190.7547
23-02-2012,190.0849
22-02-2012,189.806
21-02-2012,189.8257
20-02-2012,189.044
17-02-2012,188.0155
16-02-2012,188.0046
15-02-2012,188.6221
14-02-2012,189.124
13-02-2012,189.5154
10-02-2012,189.2441
09-02-2012,189.5977
08-02-2012,189.2812
07-02-2012,188.7092
06-02-2012,188.5145
03-02-2012,188.3106
02-02-2012,188.1748
01-02-2012,186.0915
31-01-2012,184.559
30-01-2012,183.8662
27-01-2012,184.4707
26-01-2012,183.8617
25-01-2012,182.9603
24-01-2012,183.1618
23-01-2012,184.2951
20-01-2012,183.8308
19-01-2012,182.4561
18-01-2012,181.9026
17-01-2012,181.5289
16-01-2012,180.6987
13-01-2012,181.1884
12-01-2012,182.1756
11-01-2012,179.9779
10-01-2012,179.7195
09-01-2012,179.6504
06-01-2012,179.1596
05-01-2012,179.667
04-01-2012,179.8793
03-01-2012,180.2746
02-01-2012,180.3331
30-12-2011,180.3475
29-12-2011,180.8148
28-12-2011,180.5242
27-12-2011,180.3757
26-12-2011,179.992
23-12-2011,179.992
22-12-2011,179.7448
21-12-2011,179.3561
20-12-2011,179.3609
19-12-2011,179.3203
16-12-2011,179.1056
15-12-2011,178.2226
14-12-2011,177.8604
13-12-2011,177.1508
12-12-2011,176.451
09-12-2011,176.5888
08-12-2011,175.2507
07-12-2011,176.3958
06-12-2011,178.6725
05-12-2011,179.0425
02-12-2011,176.5112
01-12-2011,175.3981
30-11-2011,170.812
29-11-2011,167.6663
28-11-2011,166.9281
25-11-2011,165.9681
24-11-2011,165.8601
23-11-2011,166.5577
22-11-2011,168.9676
21-11-2011,169.4601
18-11-2011,169.9406
17-11-2011,168.465
16-11-2011,167.1386
15-11-2011,166.6488
14-11-2011,170.2368
11-11-2011,173.0173
10-11-2011,171.489
09-11-2011,172.9087
08-11-2011,176.211
07-11-2011,176.1815
04-11-2011,177.4078
03-11-2011,177.5462
02-11-2011,177.0795
01-11-2011,177.7626
31-10-2011,179.5995
28-10-2011,180.2242
27-10-2011,181.3511
26-10-2011,180.8645
25-10-2011,180.307
24-10-2011,178.4256
21-10-2011,178.7256
20-10-2011,178.496
19-10-2011,178.0864
18-10-2011,178.5119
17-10-2011,179.9548
14-10-2011,178.8225
13-10-2011,179.9975
12-10-2011,180.0025
11-10-2011,181.2526
10-10-2011,181.2241
07-10-2011,181.8184
06-10-2011,181.7003
05-10-2011,182.4132
04-10-2011,183.753
03-10-2011,184.2694
30-09-2011,184.2033
29-09-2011,182.1939
28-09-2011,181.9768
27-09-2011,182.0277
26-09-2011,182.3559
23-09-2011,182.7402
22-09-2011,183.5219
21-09-2011,182.789
20-09-2011,182.388
19-09-2011,183.2525
16-09-2011,183.3425
15-09-2011,181.0549
14-09-2011,180.7702
13-09-2011,181.182
12-09-2011,182.6737
09-09-2011,184.7206
08-09-2011,184.5734
07-09-2011,184.1604
06-09-2011,183.3345
05-09-2011,184.0364
02-09-2011,185.3811
01-09-2011,185.594
31-08-2011,184.8749
30-08-2011,186.4913
29-08-2011,186.1739
26-08-2011,186.9562
25-08-2011,187.1978
24-08-2011,186.9647
23-08-2011,187.6216
22-08-2011,187.4397
19-08-2011,187.7945
18-08-2011,188.5224
17-08-2011,188.6144
16-08-2011,187.9473
15-08-2011,187.2933
12-08-2011,187.3167
11-08-2011,185.5848
10-08-2011,184.4345
09-08-2011,183.6302
08-08-2011,184.0555
05-08-2011,183.3158
04-08-2011,183.3994
03-08-2011,183.7925
02-08-2011,184.9514
01-08-2011,185.0274
29-07-2011,185.3657
28-07-2011,184.5919
27-07-2011,185.2038
26-07-2011,185.3098
25-07-2011,185.5921
22-07-2011,187.0241
21-07-2011,186.4791
20-07-2011,185.3657
19-07-2011,185.0128
18-07-2011,184.1177
15-07-2011,184.9267
14-07-2011,184.5655
13-07-2011,184.7652
12-07-2011,184.3297
11-07-2011,184.2238
08-07-2011,186.1119
07-07-2011,185.9074
06-07-2011,186.1916
05-07-2011,187.133
04-07-2011,187.1777
01-07-2011,187.5912
30-06-2011,187.6635
29-06-2011,187.0701
28-06-2011,185.9215
27-06-2011,185.4449
24-06-2011,185.4402
23-06-2011,185.9567
22-06-2011,186.1389
21-06-2011,185.3863
20-06-2011,185.0433
17-06-2011,185.3071
16-06-2011,185.9202
15-06-2011,187.147
14-06-2011,186.9461
13-06-2011,187.0089
10-06-2011,187.337
09-06-2011,187.2849
08-06-2011,187.8631
07-06-2011,188.0033
06-06-2011,189.2537
03-06-2011,189.1787
02-06-2011,189.2815
01-06-2011,188.7652
31-05-2011,188.0829
30-05-2011,188.1678
27-05-2011,188.3461
26-05-2011,188.5936
25-05-2011,187.9868
24-05-2011,187.5055
23-05-2011,187.4579
20-05-2011,187.4771
19-05-2011,187.2496
18-05-2011,187.534
17-05-2011,187.3345
16-05-2011,187.6119
13-05-2011,187.3721
12-05-2011,187.4117
11-05-2011,187.2648
10-05-2011,187.3147
09-05-2011,186.8432
06-05-2011,186.5668
05-05-2011,186.3174
04-05-2011,185.988
03-05-2011,186.1089
02-05-2011,185.9145
29-04-2011,185.9499
28-04-2011,185.0299
27-04-2011,183.6644
26-04-2011,184.1927
25-04-2011,184.5666
22-04-2011,184.5666
21-04-2011,184.5666
20-04-2011,184.2993
19-04-2011,184.8052
18-04-2011,184.8034
15-04-2011,184.2823
14-04-2011,184.1234
13-04-2011,184.2953
12-04-2011,184.4486
11-04-2011,184.3946
08-04-2011,184.232
07-04-2011,184.5199
06-04-2011,184.3092
05-04-2011,184.6934
04-04-2011,185.372
01-04-2011,184.3805
31-03-2011,184.2164
30-03-2011,183.9821
29-03-2011,183.4483
28-03-2011,183.3746
25-03-2011,183.5932
24-03-2011,183.5411
23-03-2011,183.5652
22-03-2011,183.3404
21-03-2011,183.5315
18-03-2011,183.6734
17-03-2011,183.4861
16-03-2011,184.0828
15-03-2011,183.1359
14-03-2011,182.3355
11-03-2011,182.0993
10-03-2011,181.5792
09-03-2011,181.6891
08-03-2011,181.686
07-03-2011,182.4224
04-03-2011,182.3386
03-03-2011,182.2254
02-03-2011,183.5224
01-03-2011,183.6905
28-02-2011,183.7882
25-02-2011,183.8918
24-02-2011,183.8639
23-02-2011,183.7721
22-02-2011,184.27
21-02-2011,183.763
18-02-2011,183.0793
17-02-2011,183.4145
16-02-2011,182.66
15-02-2011,181.6376
14-02-2011,181.1408
11-02-2011,181.3085
10-02-2011,181.2664
09-02-2011,181.5213
08-02-2011,182.1429
07-02-2011,182.8148
04-02-2011,183.0505
03-02-2011,183.0397
02-02-2011,183.7577
01-02-2011,183.0529
31-01-2011,182.7004
28-01-2011,182.2492
27-01-2011,181.5593
26-01-2011,182.0555
25-01-2011,182.5531
24-01-2011,182.9427
21-01-2011,182.7896
20-01-2011,182.6373
19-01-2011,183.2265
18-01-2011,182.4315
17-01-2011,182.7861
14-01-2011,182.784
13-01-2011,182.2534
12-01-2011,181.3842
11-01-2011,181.9413
10-01-2011,182.3629
07-01-2011,182.9177
06-01-2011,182.826
05-01-2011,182.6911
04-01-2011,183.6009
03-01-2011,182.9712
31-12-2010,182.0622
30-12-2010,182.0464
29-12-2010,181.2116
28-12-2010,181.9001
27-12-2010,181.2501
24-12-2010,181.7026
23-12-2010,181.6752
22-12-2010,181.9964
21-12-2010,181.6261
20-12-2010,181.9628
17-12-2010,181.0389
16-12-2010,180.7508
15-12-2010,181.1535
14-12-2010,180.7224
13-12-2010,180.9798
10-12-2010,181.0916
09-12-2010,181.0586
08-12-2010,180.4285
07-12-2010,180.7065
06-12-2010,181.346
03-12-2010,181.4992
02-12-2010,181.6124
01-12-2010,180.7362
30-11-2010,180.8131
29-11-2010,180.7445
26-11-2010,182.2042
25-11-2010,182.1044
24-11-2010,182.5011
23-11-2010,183.7104
22-11-2010,183.6469
19-11-2010,182.719
18-11-2010,182.5581
17-11-2010,183.9395
16-11-2010,183.8604
15-11-2010,185.1289
12-11-2010,185.7188
11-11-2010,185.8647
10-11-2010,186.807
09-11-2010,187.3897
08-11-2010,187.5802
05-11-2010,188.0667
04-11-2010,188.1077
03-11-2010,188.1561
02-11-2010,187.5277
01-11-2010,187.9442
29-10-2010,187.5025
28-10-2010,186.8665
27-10-2010,186.8932
26-10-2010,187.382
25-10-2010,187.8188
22-10-2010,187.76
21-10-2010,187.7663
20-10-2010,188.3701
19-10-2010,188.6627
18-10-2010,189.0942
15-10-2010,188.9155
14-10-2010,188.8246
13-10-2010,188.5147
12-10-2010,188.8203
11-10-2010,188.7684
08-10-2010,188.8441
07-10-2010,188.1676
06-10-2010,188.9785
05-10-2010,188.0328
04-10-2010,187.9176
01-10-2010,187.119
30-09-2010,187.125
29-09-2010,186.827
28-09-2010,187.1805
27-09-2010,187.7342
24-09-2010,187.5691
23-09-2010,187.8814
22-09-2010,187.8617
21-09-2010,186.5429
20-09-2010,186.4203
17-09-2010,187.0582
16-09-2010,187.1044
15-09-2010,187.2964
14-09-2010,188.3849
13-09-2010,188.9382
10-09-2010,189.0635
09-09-2010,189.4598
08-09-2010,189.4747
07-09-2010,189.5121
06-09-2010,189.4496
03-09-2010,189.2589
02-09-2010,189.8664
01-09-2010,189.4524
31-08-2010,189.3026
30-08-2010,189.1256
27-08-2010,188.607
26-08-2010,188.3003
25-08-2010,187.5149
24-08-2010,187.4339
23-08-2010,186.7254
20-08-2010,186.6785
19-08-2010,186.3323
18-08-2010,186.7109
17-08-2010,186.4748
16-08-2010,186.5
13-08-2010,186.3771
12-08-2010,186.3665
11-08-2010,186.4962
10-08-2010,185.7688
09-08-2010,186.4513
06-08-2010,186.7155
05-08-2010,186.134
04-08-2010,185.8858
03-08-2010,185.9574
02-08-2010,185.5298
30-07-2010,184.9904
29-07-2010,184.1562
28-07-2010,183.3467
27-07-2010,183.141
26-07-2010,182.6689
23-07-2010,182.5015
22-07-2010,182.4876
21-07-2010,182.9338
20-07-2010,183.3442
19-07-2010,183.1589
16-07-2010,183.6822
15-07-2010,183.611
14-07-2010,183.6776
13-07-2010,184.4105
12-07-2010,184.5741
09-07-2010,184.076
08-07-2010,183.9023
07-07-2010,183.6422
06-07-2010,184.0595
05-07-2010,184.4123
02-07-2010,183.7807
01-07-2010,183.7772
30-06-2010,183.0916
29-06-2010,182.6919
28-06-2010,182.7463
25-06-2010,182.7324
24-06-2010,183.2521
23-06-2010,183.8417
22-06-2010,184.2066
21-06-2010,184.0438
18-06-2010,183.6999
17-06-2010,184.0273
16-06-2010,183.7759
15-06-2010,183.675
14-06-2010,183.9331
11-06-2010,184.6075
10-06-2010,184.3925
09-06-2010,183.2714
08-06-2010,182.3453
07-06-2010,183.1776
04-06-2010,184.1012
03-06-2010,184.0297
02-06-2010,184.4944
01-06-2010,185.0416
31-05-2010,185.2047
28-05-2010,184.6231
27-05-2010,183.9626
26-05-2010,184.3612
25-05-2010,184.9841
24-05-2010,185.5127
21-05-2010,185.2502
20-05-2010,185.4251
19-05-2010,185.7572
18-05-2010,185.363
17-05-2010,185.067
14-05-2010,185.1795
13-05-2010,185.3489
12-05-2010,185.4097
11-05-2010,184.5921
10-05-2010,184.67
07-05-2010,182.1293
06-05-2010,183.5436
05-05-2010,184.3307
04-05-2010,184.4727
03-05-2010,184.0076
30-04-2010,184.0057
29-04-2010,183.1494
28-04-2010,182.4202
27-04-2010,182.629
26-04-2010,182.6423
23-04-2010,182.3799
22-04-2010,182.06
21-04-2010,182.0072
20-04-2010,181.8042
19-04-2010,182.3012
16-04-2010,182.6002
15-04-2010,182.5979
14-04-2010,182.3562
13-04-2010,182.117
12-04-2010,181.8989
09-04-2010,181.7894
08-04-2010,182.142
07-04-2010,182.0811
06-04-2010,182.3995
05-04-2010,183.4586
02-04-2010,183.4586
01-04-2010,183.4586
31-03-2010,183.3108
30-03-2010,182.1844
29-03-2010,181.6408
26-03-2010,181.0511
25-03-2010,180.5172
24-03-2010,180.681
23-03-2010,180.419
22-03-2010,180.1312
19-03-2010,179.8696
18-03-2010,179.9395
17-03-2010,180.2712
16-03-2010,180.4877
15-03-2010,180.1805
12-03-2010,180.2686
11-03-2010,179.8955
10-03-2010,180.2402
09-03-2010,180.3779
08-03-2010,180.3327
05-03-2010,180.1991
04-03-2010,179.9671
03-03-2010,180.077
02-03-2010,179.792
01-03-2010,179.4347
26-02-2010,179.2491
25-02-2010,178.8426
24-02-2010,179.4362
23-02-2010,178.6316
22-02-2010,178.2742
19-02-2010,178.1503
18-02-2010,178.4723
17-02-2010,178.9347
16-02-2010,178.8286
15-02-2010,178.9039
12-02-2010,178.8278
11-02-2010,178.9558
10-02-2010,179.0697
09-02-2010,179.0741
08-02-2010,178.7591
05-02-2010,179.8605
04-02-2010,179.7924
03-02-2010,179.6437
02-02-2010,179.7213
01-02-2010,179.2584
29-01-2010,178.6125
28-01-2010,178.2241
27-01-2010,178.6568
26-01-2010,179.2096
25-01-2010,179.0788
22-01-2010,179.0576
21-01-2010,179.5165
20-01-2010,179.1024
19-01-2010,179.4123
18-01-2010,179.3265
15-01-2010,179.2564
14-01-2010,179.242
13-01-2010,179.6494
12-01-2010,180.2843
11-01-2010,180.0052
08-01-2010,179.8253
07-01-2010,180.0719
06-01-2010,179.6833
05-01-2010,180.0713
04-01-2010,180.209
01-01-2010,180.3105
31-12-2009,180.3105
30-12-2009,180.2938
29-12-2009,180.7518
28-12-2009,180.2147
25-12-2009,180.9124
24-12-2009,180.9124
23-12-2009,180.8907
22-12-2009,181.1389
21-12-2009,180.9462
18-12-2009,181.668
17-12-2009,180.8213
16-12-2009,180.2774
15-12-2009,179.2849
14-12-2009,179.7758
11-12-2009,179.6253
10-12-2009,179.5947
09-12-2009,179.9123
08-12-2009,180.9068
07-12-2009,181.2701
04-12-2009,180.9371
03-12-2009,181.3553
02-12-2009,181.5526
01-12-2009,181.2484
30-11-2009,180.5403
27-11-2009,179.6672
26-11-2009,179.4787
25-11-2009,179.0934
24-11-2009,179.2104
23-11-2009,179.2921
20-11-2009,179.0046
19-11-2009,178.8436
18-11-2009,178.956
17-11-2009,178.8729
16-11-2009,178.2717
13-11-2009,178.2993
12-11-2009,179.1115
11-11-2009,179.4481
10-11-2009,179.3168
09-11-2009,178.7282
06-11-2009,178.1908
05-11-2009,178.0868
04-11-2009,177.974
03-11-2009,178.106
02-11-2009,178.3321
30-10-2009,178.4518
29-10-2009,177.7113
28-10-2009,178.2986
27-10-2009,178.0469
26-10-2009,177.3526
23-10-2009,177.5182
22-10-2009,178.1773
21-10-2009,178.0482
20-10-2009,178.6801
19-10-2009,178.3136
16-10-2009,178.1093
15-10-2009,177.9036
14-10-2009,179.2018
13-10-2009,179.748
12-10-2009,180.3814
09-10-2009,180.0527
08-10-2009,180.8191
07-10-2009,180.8884
06-10-2009,180.4911
05-10-2009,180.7366
02-10-2009,180.5327
01-10-2009,179.936
30-09-2009,180.0599
29-09-2009,179.2165
28-09-2009,178.8687
25-09-2009,178.8687
24-09-2009,178.5247
23-09-2009,177.9754
22-09-2009,178.0376
21-09-2009,178.192
18-09-2009,178.2784
17-09-2009,177.8988
16-09-2009,178.8664
15-09-2009,178.4664
14-09-2009,177.9967
11-09-2009,177.9852
10-09-2009,177.2035
09-09-2009,177.1819
08-09-2009,177.2608
07-09-2009,177.0852
04-09-2009,177.2902
03-09-2009,176.8378
02-09-2009,177.3519
01-09-2009,177.5323
31-08-2009,178.0316
28-08-2009,177.4615
27-08-2009,177.4955
26-08-2009,178.0556
25-08-2009,177.5108
24-08-2009,177.038
21-08-2009,176.9153
20-08-2009,177.2455
19-08-2009,177.2354
18-08-2009,177.0958
17-08-2009,176.9304
14-08-2009,176.7374
13-08-2009,175.8797
12-08-2009,175.7243
11-08-2009,175.6543
10-08-2009,175.5311
07-08-2009,174.8225
06-08-2009,175.4967
05-08-2009,175.8203
04-08-2009,175.2799
03-08-2009,175.0705
31-07-2009,175.7557
30-07-2009,174.1943
29-07-2009,173.9726
28-07-2009,174.0365
27-07-2009,173.4043
24-07-2009,173.1314
23-07-2009,172.7802
22-07-2009,173.2947
21-07-2009,173.4324
20-07-2009,173.3304
17-07-2009,173.2496
16-07-2009,173.4701
15-07-2009,173.1669
14-07-2009,173.1703
13-07-2009,173.5805
10-07-2009,173.772
09-07-2009,173.8947
08-07-2009,173.9139
07-07-2009,173.8486
06-07-2009,174.1657
03-07-2009,174.144
02-07-2009,174.1216
01-07-2009,173.3572
30-06-2009,173.2681
29-06-2009,172.709
26-06-2009,172.716
25-06-2009,172.2432
24-06-2009,171.6516
23-06-2009,171.3497
22-06-2009,171.8518
19-06-2009,171.8193
18-06-2009,170.9437
17-06-2009,171.2107
16-06-2009,170.7871
15-06-2009,171.5915
12-06-2009,171.2108
11-06-2009,171.0101
10-06-2009,171.2944
09-06-2009,171.414
08-06-2009,170.9572
05-06-2009,169.9472
04-06-2009,170.4705
03-06-2009,171.9804
02-06-2009,171.4094
01-06-2009,171.3624
29-05-2009,172.2219
28-05-2009,171.7694
27-05-2009,172.1503
26-05-2009,172.5299
25-05-2009,172.6784
22-05-2009,173.2136
21-05-2009,173.5145
20-05-2009,173.5866
19-05-2009,172.9072
18-05-2009,172.7742
15-05-2009,171.5459
14-05-2009,171.4867
13-05-2009,171.1506
12-05-2009,170.7441
11-05-2009,171.1316
08-05-2009,170.7707
07-05-2009,171.1911
06-05-2009,171.5029
05-05-2009,171.4312
04-05-2009,170.973
01-05-2009,170.8503
30-04-2009,170.8503
29-04-2009,170.7043
28-04-2009,170.3706
27-04-2009,170.3201
24-04-2009,170.1898
23-04-2009,169.543
22-04-2009,169.1897
21-04-2009,169.8805
20-04-2009,169.9582
17-04-2009,168.5387
16-04-2009,169.345
15-04-2009,169.397
14-04-2009,169.2006
13-04-2009,168.5502
10-04-2009,168.5502
09-04-2009,168.5502
08-04-2009,168.6455
07-04-2009,168.4198
06-04-2009,168.7322
03-04-2009,167.8208
