Date,Bloomberg Barclays Euro Government Inflation-Linked Bond All Maturities
02-04-2018,217.0978
30-03-2018,217.0978
29-03-2018,217.0978
28-03-2018,216.795
27-03-2018,216.6992
26-03-2018,216.2382
23-03-2018,216.2577
22-03-2018,216.0865
21-03-2018,215.1558
20-03-2018,215.2451
19-03-2018,214.9345
16-03-2018,214.8074
15-03-2018,214.6891
14-03-2018,214.6375
13-03-2018,214.6087
12-03-2018,214.5962
09-03-2018,214.4031
08-03-2018,214.8338
07-03-2018,214.3129
06-03-2018,213.7673
05-03-2018,214.1263
02-03-2018,214.2713
01-03-2018,214.5254
28-02-2018,214.3744
27-02-2018,214.1528
26-02-2018,214.3187
23-02-2018,214.0553
22-02-2018,213.4202
21-02-2018,213.2976
20-02-2018,213.35
19-02-2018,213.504
16-02-2018,214.1308
15-02-2018,213.6875
14-02-2018,213.6083
13-02-2018,213.4327
12-02-2018,213.8845
09-02-2018,213.8096
08-02-2018,214.0847
07-02-2018,214.5637
06-02-2018,214.3808
05-02-2018,213.8218
02-02-2018,213.5981
01-02-2018,214.1463
31-01-2018,213.6417
30-01-2018,213.2588
29-01-2018,213.1915
26-01-2018,213.8038
25-01-2018,214.2924
24-01-2018,214.8698
23-01-2018,215.1016
22-01-2018,215.004
19-01-2018,214.7997
18-01-2018,214.7063
17-01-2018,214.8943
16-01-2018,215.0788
15-01-2018,214.4833
12-01-2018,214.5742
11-01-2018,213.9619
10-01-2018,214.3454
09-01-2018,214.2665
08-01-2018,214.8045
05-01-2018,214.6423
04-01-2018,214.7626
03-01-2018,214.5361
02-01-2018,214.1182
01-01-2018,214.8015
29-12-2017,214.8015
28-12-2017,215.2589
27-12-2017,216.0141
26-12-2017,215.6428
25-12-2017,215.6428
22-12-2017,215.6428
21-12-2017,215.4899
20-12-2017,215.3981
19-12-2017,216.2293
18-12-2017,217.6272
15-12-2017,217.2734
14-12-2017,217.0312
13-12-2017,216.9196
12-12-2017,217.3142
11-12-2017,217.6403
08-12-2017,217.6292
07-12-2017,217.5221
06-12-2017,217.4077
05-12-2017,217.1125
04-12-2017,216.8253
01-12-2017,217.1975
30-11-2017,216.1342
29-11-2017,215.4833
28-11-2017,215.8265
27-11-2017,215.7166
24-11-2017,215.3271
23-11-2017,215.661
22-11-2017,215.525
21-11-2017,215.5186
20-11-2017,215.1524
17-11-2017,214.9034
16-11-2017,214.7457
15-11-2017,214.7577
14-11-2017,214.7637
13-11-2017,214.5622
10-11-2017,214.5173
09-11-2017,214.8549
08-11-2017,215.719
07-11-2017,215.6509
06-11-2017,214.6321
03-11-2017,214.3472
02-11-2017,214.2492
01-11-2017,214.2128
31-10-2017,214.1266
30-10-2017,213.862
27-10-2017,213.1566
26-10-2017,212.5033
25-10-2017,211.9404
24-10-2017,211.8128
23-10-2017,212.2882
20-10-2017,211.7632
19-10-2017,212.33
18-10-2017,212.3716
17-10-2017,213.0564
16-10-2017,212.8644
13-10-2017,212.3817
12-10-2017,211.6229
11-10-2017,211.3343
10-10-2017,211.2403
09-10-2017,211.3961
06-10-2017,211.0386
05-10-2017,211.1079
04-10-2017,210.649
03-10-2017,210.7685
02-10-2017,210.8971
29-09-2017,211.0399
28-09-2017,210.8935
27-09-2017,210.7336
26-09-2017,211.0717
25-09-2017,211.1129
22-09-2017,210.6127
21-09-2017,210.5955
20-09-2017,210.8441
19-09-2017,210.8528
18-09-2017,210.6136
15-09-2017,210.7389
14-09-2017,210.921
13-09-2017,211.2359
12-09-2017,211.3625
11-09-2017,211.9683
08-09-2017,212.0663
07-09-2017,212.5007
06-09-2017,211.9265
05-09-2017,212.1475
04-09-2017,211.5277
01-09-2017,211.3408
31-08-2017,211.7465
30-08-2017,211.6061
29-08-2017,211.6391
28-08-2017,211.303
25-08-2017,211.098
24-08-2017,211.0002
23-08-2017,211.0088
22-08-2017,210.8713
21-08-2017,211.4079
18-08-2017,211.4281
17-08-2017,211.0774
16-08-2017,210.685
15-08-2017,210.6471
14-08-2017,211.2645
11-08-2017,211.4501
10-08-2017,211.517
09-08-2017,211.4228
08-08-2017,211.1394
07-08-2017,211.4267
04-08-2017,211.1153
03-08-2017,211.5019
02-08-2017,211.2042
01-08-2017,211.1564
31-07-2017,210.0979
28-07-2017,209.7338
27-07-2017,209.6186
26-07-2017,209.1053
25-07-2017,208.8774
24-07-2017,209.5267
21-07-2017,209.5403
20-07-2017,209.309
19-07-2017,208.9661
18-07-2017,208.541
17-07-2017,208.0713
14-07-2017,207.825
13-07-2017,207.9654
12-07-2017,208.4951
11-07-2017,207.468
10-07-2017,207.8787
07-07-2017,206.9892
06-07-2017,207.1515
05-07-2017,208.5967
04-07-2017,208.7284
03-07-2017,208.3496
30-06-2017,208.4858
29-06-2017,208.5068
28-06-2017,209.4731
27-06-2017,209.5076
26-06-2017,210.7657
23-06-2017,210.3363
22-06-2017,210.0873
21-06-2017,209.958
20-06-2017,210.002
19-06-2017,209.9232
16-06-2017,209.8121
15-06-2017,209.7241
14-06-2017,210.7087
13-06-2017,210.5693
12-06-2017,210.2958
09-06-2017,209.6132
08-06-2017,209.5409
07-06-2017,208.9151
06-06-2017,209.4125
05-06-2017,208.9436
02-06-2017,209.0048
01-06-2017,208.5552
31-05-2017,209.0035
30-05-2017,209.2555
29-05-2017,209.2585
26-05-2017,209.3555
25-05-2017,209.1843
24-05-2017,208.8395
23-05-2017,208.9775
22-05-2017,208.6329
19-05-2017,208.8872
18-05-2017,208.7874
17-05-2017,208.5316
16-05-2017,208.0559
15-05-2017,207.7271
12-05-2017,208.1376
11-05-2017,207.8857
10-05-2017,208.4345
09-05-2017,207.7246
08-05-2017,208.0887
05-05-2017,208.7024
04-05-2017,208.8156
03-05-2017,209.1323
02-05-2017,208.8377
01-05-2017,208.4899
28-04-2017,208.4899
27-04-2017,208.2367
26-04-2017,207.2041
25-04-2017,207.3225
24-04-2017,208.1763
21-04-2017,206.8171
20-04-2017,206.9346
19-04-2017,207.0263
18-04-2017,207.067
17-04-2017,206.9475
14-04-2017,206.9475
13-04-2017,206.9475
12-04-2017,207.0947
11-04-2017,206.9635
10-04-2017,207.2153
07-04-2017,207.8012
06-04-2017,207.2127
05-04-2017,207.06
04-04-2017,206.8982
03-04-2017,206.3914
31-03-2017,206.1413
30-03-2017,206.6425
29-03-2017,206.7068
28-03-2017,206.4238
27-03-2017,205.9793
24-03-2017,206.0599
23-03-2017,205.2226
22-03-2017,205.4395
21-03-2017,205.3204
20-03-2017,205.1748
17-03-2017,205.5665
16-03-2017,205.756
15-03-2017,206.6133
14-03-2017,205.7592
13-03-2017,205.9022
10-03-2017,205.7297
09-03-2017,206.516
08-03-2017,206.8532
07-03-2017,207.6617
06-03-2017,207.9493
03-03-2017,208.498
02-03-2017,208.7358
01-03-2017,208.4606
28-02-2017,209.2486
27-02-2017,209.1725
24-02-2017,209.05
23-02-2017,208.4467
22-02-2017,207.851
21-02-2017,207.6993
20-02-2017,208.3909
17-02-2017,208.67
16-02-2017,208.9266
15-02-2017,207.6895
14-02-2017,207.8522
13-02-2017,208.1536
10-02-2017,207.7632
09-02-2017,208.5172
08-02-2017,207.7694
07-02-2017,206.7688
06-02-2017,206.3932
03-02-2017,207.492
02-02-2017,207.9343
01-02-2017,207.2494
31-01-2017,208.2401
30-01-2017,207.6765
27-01-2017,208.234
26-01-2017,207.9338
25-01-2017,208.768
24-01-2017,210.0151
23-01-2017,209.9573
20-01-2017,209.0803
19-01-2017,209.4361
18-01-2017,209.9326
17-01-2017,210.2291
16-01-2017,209.8638
13-01-2017,210.1379
12-01-2017,210.8668
11-01-2017,210.9731
10-01-2017,210.5071
09-01-2017,210.3295
06-01-2017,210.3791
05-01-2017,210.8897
04-01-2017,211.2724
03-01-2017,211.4762
02-01-2017,212.6038
30-12-2016,211.8413
29-12-2016,212.4614
28-12-2016,211.8255
27-12-2016,211.7914
26-12-2016,211.3738
23-12-2016,211.3738
22-12-2016,210.865
21-12-2016,211.3505
20-12-2016,210.9557
19-12-2016,210.5198
16-12-2016,209.1584
15-12-2016,209.0631
14-12-2016,209.9932
13-12-2016,209.2193
12-12-2016,207.8825
09-12-2016,208.153
08-12-2016,207.8163
07-12-2016,208.7888
06-12-2016,208.6677
05-12-2016,208.1772
02-12-2016,208.6126
01-12-2016,207.1539
30-11-2016,207.6417
29-11-2016,207.2719
28-11-2016,206.9412
25-11-2016,206.6375
24-11-2016,206.8562
23-11-2016,206.7135
22-11-2016,207.7026
21-11-2016,207.1938
18-11-2016,206.5179
17-11-2016,206.1217
16-11-2016,206.3041
15-11-2016,207.107
14-11-2016,205.9106
11-11-2016,206.4325
10-11-2016,207.5234
09-11-2016,209.2422
08-11-2016,209.3724
07-11-2016,209.6457
04-11-2016,209.294
03-11-2016,209.0638
02-11-2016,209.3658
01-11-2016,209.0411
31-10-2016,209.9887
28-10-2016,210.2002
27-10-2016,210.51
26-10-2016,211.7116
25-10-2016,213.2219
24-10-2016,213.2887
21-10-2016,213.4339
20-10-2016,213.4465
19-10-2016,212.8887
18-10-2016,212.5814
17-10-2016,211.8319
14-10-2016,211.6672
13-10-2016,211.494
12-10-2016,211.1744
11-10-2016,211.9993
10-10-2016,211.7949
07-10-2016,212.0655
06-10-2016,212.3423
05-10-2016,212.144
04-10-2016,213.4167
03-10-2016,213.5518
30-09-2016,213.8335
29-09-2016,213.3904
28-09-2016,213.2945
27-09-2016,212.9791
26-09-2016,213.382
23-09-2016,213.4403
22-09-2016,213.7639
21-09-2016,211.9721
20-09-2016,212.1785
19-09-2016,211.2928
16-09-2016,211.1936
15-09-2016,211.0246
14-09-2016,211.5251
13-09-2016,211.4795
12-09-2016,211.6464
09-09-2016,211.7574
08-09-2016,213.0296
07-09-2016,214.0456
06-09-2016,213.3619
05-09-2016,212.3656
02-09-2016,212.01
01-09-2016,212.3451
31-08-2016,212.7518
30-08-2016,213.4574
29-08-2016,213.3865
26-08-2016,213.5226
25-08-2016,213.0094
24-08-2016,213.12
23-08-2016,213.2826
22-08-2016,213.4488
19-08-2016,213.1548
18-08-2016,213.7826
17-08-2016,213.464
16-08-2016,213.2597
15-08-2016,213.8809
12-08-2016,214.1175
11-08-2016,213.8783
10-08-2016,213.8126
09-08-2016,213.2754
08-08-2016,212.7926
05-08-2016,212.4454
04-08-2016,212.5147
03-08-2016,211.6271
02-08-2016,211.7262
01-08-2016,212.7365
29-07-2016,213.0951
28-07-2016,212.7353
27-07-2016,212.438
26-07-2016,211.3654
25-07-2016,211.2313
22-07-2016,210.7461
21-07-2016,210.7194
20-07-2016,210.7501
19-07-2016,210.9365
18-07-2016,210.9386
15-07-2016,210.8895
14-07-2016,210.9544
13-07-2016,210.9339
12-07-2016,210.2839
11-07-2016,210.4345
08-07-2016,210.7411
07-07-2016,210.3103
06-07-2016,210.3964
05-07-2016,210.685
04-07-2016,210.8523
01-07-2016,211.167
30-06-2016,210.8118
29-06-2016,210.1501
28-06-2016,209.4985
27-06-2016,208.1049
24-06-2016,207.6624
23-06-2016,208.2417
22-06-2016,208.1089
21-06-2016,208.0439
20-06-2016,208.1576
17-06-2016,207.6184
16-06-2016,207.4996
15-06-2016,207.9325
14-06-2016,207.7049
13-06-2016,207.9538
10-06-2016,208.5829
09-06-2016,208.8001
08-06-2016,208.8151
07-06-2016,208.6183
06-06-2016,208.1159
03-06-2016,208.4517
02-06-2016,207.9408
01-06-2016,207.8996
31-05-2016,208.1376
30-05-2016,208.003
27-05-2016,208.2724
26-05-2016,208.6432
25-05-2016,208.5202
24-05-2016,207.7986
23-05-2016,207.5522
20-05-2016,207.5619
19-05-2016,207.5719
18-05-2016,207.6223
17-05-2016,208.2546
16-05-2016,207.7684
13-05-2016,207.8435
12-05-2016,207.5662
11-05-2016,207.7734
10-05-2016,207.7194
09-05-2016,207.5843
06-05-2016,207.3373
05-05-2016,207.0439
04-05-2016,206.8325
03-05-2016,206.9457
02-05-2016,206.3763
29-04-2016,206.208
28-04-2016,206.0379
27-04-2016,205.2267
26-04-2016,205.1774
25-04-2016,205.3407
22-04-2016,205.6839
21-04-2016,205.7839
20-04-2016,206.4837
19-04-2016,206.3471
18-04-2016,206.3835
15-04-2016,206.5761
14-04-2016,206.2641
13-04-2016,206.6878
12-04-2016,206.2252
11-04-2016,206.8383
08-04-2016,207.274
07-04-2016,206.9057
06-04-2016,207.1753
05-04-2016,207.1141
04-04-2016,206.8962
01-04-2016,206.5371
31-03-2016,206.5018
30-03-2016,206.4711
29-03-2016,206.093
28-03-2016,205.7355
25-03-2016,205.7355
24-03-2016,205.7355
23-03-2016,205.7402
22-03-2016,206.1418
21-03-2016,206.0625
18-03-2016,206.1889
17-03-2016,205.7592
16-03-2016,204.5779
15-03-2016,204.4168
14-03-2016,205.325
11-03-2016,205.6785
10-03-2016,204.4671
09-03-2016,205.2174
08-03-2016,205.5835
07-03-2016,205.2982
04-03-2016,204.5239
03-03-2016,204.6809
02-03-2016,203.3193
01-03-2016,203.3318
29-02-2016,203.7279
26-02-2016,203.8514
25-02-2016,203.7245
24-02-2016,203.9921
23-02-2016,204.4414
22-02-2016,204.5583
19-02-2016,203.7622
18-02-2016,204.2551
17-02-2016,203.2471
16-02-2016,203.1183
15-02-2016,203.7355
12-02-2016,202.8287
11-02-2016,202.9727
10-02-2016,203.628
09-02-2016,203.5596
08-02-2016,204.181
05-02-2016,204.8422
04-02-2016,204.7751
03-02-2016,204.8127
02-02-2016,204.2325
01-02-2016,204.5471
29-01-2016,205.5026
28-01-2016,204.4151
27-01-2016,203.8736
26-01-2016,203.879
25-01-2016,203.3879
22-01-2016,203.2502
21-01-2016,203.1736
20-01-2016,202.3892
19-01-2016,203.1355
18-01-2016,202.8991
15-01-2016,203.3297
14-01-2016,203.2832
13-01-2016,203.7706
12-01-2016,203.273
11-01-2016,203.5444
08-01-2016,204.1781
07-01-2016,203.4334
06-01-2016,204.0295
05-01-2016,204.1677
04-01-2016,204.4241
01-01-2016,204.1135
31-12-2015,204.1135
30-12-2015,204.1157
29-12-2015,204.0707
28-12-2015,203.4669
25-12-2015,203.4505
24-12-2015,203.4505
23-12-2015,203.4338
22-12-2015,203.8013
21-12-2015,204.5637
18-12-2015,204.8714
17-12-2015,204.8454
16-12-2015,204.3808
15-12-2015,204.6886
14-12-2015,205.0441
11-12-2015,205.848
10-12-2015,206.335
09-12-2015,205.9309
08-12-2015,206.0803
07-12-2015,205.6024
04-12-2015,204.9433
03-12-2015,205.9401
02-12-2015,209.2731
01-12-2015,209.4284
30-11-2015,209.0862
27-11-2015,208.8126
26-11-2015,208.1528
25-11-2015,207.9644
24-11-2015,207.4541
23-11-2015,206.6599
20-11-2015,207.1029
19-11-2015,206.9966
18-11-2015,206.6272
17-11-2015,206.1735
16-11-2015,206.0999
13-11-2015,206.1264
12-11-2015,205.8339
11-11-2015,205.8856
10-11-2015,205.7577
09-11-2015,204.6382
06-11-2015,204.6032
05-11-2015,205.3682
04-11-2015,205.881
03-11-2015,205.7472
02-11-2015,205.5944
30-10-2015,206.7887
29-10-2015,206.7802
28-10-2015,207.7869
27-10-2015,207.2974
26-10-2015,206.9398
23-10-2015,206.6528
22-10-2015,206.1511
21-10-2015,204.4253
20-10-2015,203.6882
19-10-2015,204.4632
16-10-2015,204.4509
15-10-2015,203.9624
14-10-2015,204.2144
13-10-2015,203.9092
12-10-2015,204.1084
09-10-2015,203.7883
08-10-2015,203.8579
07-10-2015,203.6345
06-10-2015,203.1862
05-10-2015,203.5005
02-10-2015,203.7234
01-10-2015,203.0629
30-09-2015,202.2557
29-09-2015,202.0193
28-09-2015,202.2033
25-09-2015,202.1124
24-09-2015,202.8911
23-09-2015,202.9183
22-09-2015,202.6268
21-09-2015,201.7034
18-09-2015,201.833
17-09-2015,200.4271
16-09-2015,200.2515
15-09-2015,200.3586
14-09-2015,201.0763
11-09-2015,201.1343
10-09-2015,200.9472
09-09-2015,201.3021
08-09-2015,201.079
07-09-2015,201.275
04-09-2015,202.1616
03-09-2015,201.7297
02-09-2015,200.8352
01-09-2015,200.9972
31-08-2015,201.0407
28-08-2015,201.138
27-08-2015,200.052
26-08-2015,199.6292
25-08-2015,199.6643
24-08-2015,200.683
21-08-2015,201.6393
20-08-2015,202.5522
19-08-2015,202.7206
18-08-2015,202.7524
17-08-2015,203.5991
14-08-2015,202.9505
13-08-2015,202.7809
12-08-2015,202.9933
11-08-2015,203.9895
10-08-2015,203.4825
07-08-2015,203.9049
06-08-2015,203.641
05-08-2015,203.6128
04-08-2015,204.6759
03-08-2015,204.7768
31-07-2015,205.7502
30-07-2015,205.3075
29-07-2015,204.0357
28-07-2015,203.9411
27-07-2015,203.8992
24-07-2015,204.192
23-07-2015,203.7037
22-07-2015,203.5714
21-07-2015,203.1715
20-07-2015,204.0939
17-07-2015,203.6413
16-07-2015,202.9966
15-07-2015,202.8085
14-07-2015,201.9633
13-07-2015,202.0027
10-07-2015,201.5882
09-07-2015,202.2015
08-07-2015,202.2729
07-07-2015,202.2061
06-07-2015,201.4571
03-07-2015,202.1171
02-07-2015,201.3826
01-07-2015,202.1372
30-06-2015,202.4172
29-06-2015,201.6557
26-06-2015,202.8185
25-06-2015,203.2325
24-06-2015,203.2418
23-06-2015,203.3857
22-06-2015,202.7029
19-06-2015,202.1472
18-06-2015,202.1981
17-06-2015,201.6834
16-06-2015,201.3573
15-06-2015,201.3771
12-06-2015,202.4375
11-06-2015,202.893
10-06-2015,201.51
09-06-2015,201.694
08-06-2015,201.9999
05-06-2015,202.3191
04-06-2015,202.5912
03-06-2015,202.3327
02-06-2015,204.2113
01-06-2015,205.8794
29-05-2015,206.2753
28-05-2015,205.3626
27-05-2015,204.9039
26-05-2015,205.1691
25-05-2015,206.0066
22-05-2015,205.9299
21-05-2015,205.8604
20-05-2015,206.2821
19-05-2015,206.8081
18-05-2015,205.9219
15-05-2015,206.7273
14-05-2015,205.8316
13-05-2015,205.6619
12-05-2015,205.756
11-05-2015,206.5627
08-05-2015,207.1527
07-05-2015,206.4124
06-05-2015,205.8986
05-05-2015,207.2645
04-05-2015,209.8873
01-05-2015,210.8039
30-04-2015,210.8039
29-04-2015,210.9106
28-04-2015,212.4331
27-04-2015,212.3482
24-04-2015,212.291
23-04-2015,212.5658
22-04-2015,212.7098
21-04-2015,212.9895
20-04-2015,213.4507
17-04-2015,213.4037
16-04-2015,213.7308
15-04-2015,214.0607
14-04-2015,213.25
13-04-2015,212.9671
10-04-2015,212.7815
09-04-2015,212.59
08-04-2015,212.659
07-04-2015,212.6665
06-04-2015,212.4008
03-04-2015,212.4008
02-04-2015,212.4008
01-04-2015,212.2209
31-03-2015,211.6347
30-03-2015,211.4211
27-03-2015,212.2102
26-03-2015,212.7149
25-03-2015,212.6856
24-03-2015,213.0067
23-03-2015,214.0327
20-03-2015,214.2996
19-03-2015,213.27
18-03-2015,212.8906
17-03-2015,212.0841
16-03-2015,212.9197
13-03-2015,213.8728
12-03-2015,213.7463
11-03-2015,213.46
10-03-2015,212.8353
09-03-2015,211.6977
06-03-2015,210.9485
05-03-2015,211.0674
04-03-2015,209.994
03-03-2015,209.1493
02-03-2015,208.8543
27-02-2015,209.1547
26-02-2015,208.7269
25-02-2015,208.2438
24-02-2015,207.9049
23-02-2015,207.8701
20-02-2015,207.7546
19-02-2015,207.3063
18-02-2015,207.0286
17-02-2015,207.0043
16-02-2015,207.3623
13-02-2015,207.4654
12-02-2015,206.8013
11-02-2015,206.2437
10-02-2015,206.4442
09-02-2015,207.1932
06-02-2015,207.5394
05-02-2015,207.9238
04-02-2015,207.4056
03-02-2015,207.7671
02-02-2015,207.8273
30-01-2015,207.3414
29-01-2015,205.7604
28-01-2015,206.478
27-01-2015,206.6521
26-01-2015,207.0602
23-01-2015,207.8843
22-01-2015,207.1183
21-01-2015,204.706
20-01-2015,204.386
19-01-2015,204.4228
16-01-2015,203.5422
15-01-2015,202.9649
14-01-2015,202.7078
13-01-2015,201.5973
12-01-2015,201.479
09-01-2015,201.6349
08-01-2015,201.3862
07-01-2015,201.1713
06-01-2015,201.1843
05-01-2015,201.59
02-01-2015,202.6954
01-01-2015,202.4562
31-12-2014,202.4562
30-12-2014,202.4734
29-12-2014,203.2318
26-12-2014,202.7944
25-12-2014,202.7944
24-12-2014,202.7944
23-12-2014,202.7899
22-12-2014,202.1652
19-12-2014,201.1657
18-12-2014,200.8504
17-12-2014,200.5886
16-12-2014,200.6084
15-12-2014,201.0905
12-12-2014,201.3302
11-12-2014,201.5186
10-12-2014,202.6729
09-12-2014,203.2813
08-12-2014,203.3076
05-12-2014,202.9357
04-12-2014,202.611
03-12-2014,202.6755
02-12-2014,202.6059
01-12-2014,202.6226
28-11-2014,203.599
27-11-2014,204.0189
26-11-2014,203.884
25-11-2014,203.6435
24-11-2014,202.6319
21-11-2014,202.4423
20-11-2014,201.9732
19-11-2014,201.517
18-11-2014,202.0366
17-11-2014,202.119
14-11-2014,202.6496
13-11-2014,202.8144
12-11-2014,203.1969
11-11-2014,203.3138
10-11-2014,203.3383
07-11-2014,203.1768
06-11-2014,202.7076
05-11-2014,202.4835
04-11-2014,203.0114
03-11-2014,202.359
31-10-2014,202.9277
30-10-2014,202.8035
29-10-2014,202.4358
28-10-2014,201.9509
27-10-2014,201.6354
24-10-2014,201.3171
23-10-2014,201.4918
22-10-2014,201.6743
21-10-2014,201.8247
20-10-2014,201.0229
17-10-2014,200.3239
16-10-2014,200.128
15-10-2014,201.1435
14-10-2014,200.9022
13-10-2014,200.7342
10-10-2014,201.4122
09-10-2014,201.8267
08-10-2014,202.002
07-10-2014,201.8676
06-10-2014,202.2403
03-10-2014,202.4923
02-10-2014,202.8923
01-10-2014,203.3884
30-09-2014,203.3845
29-09-2014,203.1897
26-09-2014,203.0469
25-09-2014,202.8567
24-09-2014,202.7189
23-09-2014,202.679
22-09-2014,202.3822
19-09-2014,201.9142
18-09-2014,201.3058
17-09-2014,201.9147
16-09-2014,201.59
15-09-2014,202.1718
12-09-2014,202.1178
11-09-2014,202.6516
10-09-2014,202.8084
09-09-2014,203.229
08-09-2014,204.4625
05-09-2014,204.8604
04-09-2014,204.2804
03-09-2014,203.5938
02-09-2014,204.322
01-09-2014,204.7438
29-08-2014,204.6594
28-08-2014,204.5616
27-08-2014,204.2936
26-08-2014,203.3327
25-08-2014,202.6951
22-08-2014,201.6756
21-08-2014,201.44
20-08-2014,201.5378
19-08-2014,201.4102
18-08-2014,200.8851
15-08-2014,201.0711
14-08-2014,201.2345
13-08-2014,200.9993
12-08-2014,200.7977
11-08-2014,200.9329
08-08-2014,201.6478
07-08-2014,201.613
06-08-2014,201.3736
05-08-2014,200.7984
04-08-2014,201.8117
01-08-2014,202.0521
31-07-2014,202.2422
30-07-2014,202.3419
29-07-2014,202.6992
28-07-2014,202.513
25-07-2014,202.5347
24-07-2014,202.4964
23-07-2014,202.6328
22-07-2014,202.1174
21-07-2014,202.0372
18-07-2014,201.7738
17-07-2014,201.7349
16-07-2014,201.2496
15-07-2014,200.9493
14-07-2014,200.9594
11-07-2014,201.0253
10-07-2014,200.9835
09-07-2014,201.0847
08-07-2014,201.2541
07-07-2014,200.8571
04-07-2014,200.7091
03-07-2014,200.5193
02-07-2014,200.3593
01-07-2014,200.752
30-06-2014,200.7436
27-06-2014,200.4398
26-06-2014,200.188
25-06-2014,200.0476
24-06-2014,199.6436
23-06-2014,199.6184
20-06-2014,199.5394
19-06-2014,199.8861
18-06-2014,199.2559
17-06-2014,198.8383
16-06-2014,199.3432
13-06-2014,198.9736
12-06-2014,198.5258
11-06-2014,198.6267
10-06-2014,198.9266
09-06-2014,199.7206
06-06-2014,200.1692
05-06-2014,199.3855
04-06-2014,198.6071
03-06-2014,198.4939
02-06-2014,199.0236
30-05-2014,199.2346
29-05-2014,199.3511
28-05-2014,199.4277
27-05-2014,198.7736
26-05-2014,198.5092
23-05-2014,198.5042
22-05-2014,198.6275
21-05-2014,198.5768
20-05-2014,198.6965
19-05-2014,198.7537
16-05-2014,198.7023
15-05-2014,198.705
14-05-2014,198.0162
13-05-2014,197.3691
12-05-2014,196.9811
09-05-2014,197.3564
08-05-2014,197.282
07-05-2014,197.0175
06-05-2014,197.4238
05-05-2014,197.3511
02-05-2014,197.4242
01-05-2014,196.9754
30-04-2014,196.9754
29-04-2014,196.1349
28-04-2014,195.9876
25-04-2014,196.1223
24-04-2014,195.6715
23-04-2014,195.7929
22-04-2014,195.4226
21-04-2014,195.7741
18-04-2014,195.7741
17-04-2014,195.7741
16-04-2014,196.165
15-04-2014,196.3934
14-04-2014,195.6507
11-04-2014,195.6598
10-04-2014,195.7562
09-04-2014,195.2121
08-04-2014,195.4611
07-04-2014,196.0755
04-04-2014,196.181
03-04-2014,195.1697
02-04-2014,194.5675
01-04-2014,194.856
31-03-2014,195.1466
28-03-2014,195.0284
27-03-2014,195.1153
26-03-2014,194.613
25-03-2014,194.306
24-03-2014,194.321
21-03-2014,193.9751
20-03-2014,193.6452
19-03-2014,193.9629
18-03-2014,194.1954
17-03-2014,194.2136
14-03-2014,194.422
13-03-2014,194.4854
12-03-2014,194.3846
11-03-2014,194.223
10-03-2014,194.5561
07-03-2014,194.7544
06-03-2014,194.3482
05-03-2014,194.9141
04-03-2014,194.7068
03-03-2014,194.8907
28-02-2014,194.3379
27-02-2014,194.7169
26-02-2014,194.4212
25-02-2014,194.1477
24-02-2014,193.77
21-02-2014,193.8406
20-02-2014,193.3424
19-02-2014,193.5939
18-02-2014,193.538
17-02-2014,193.4475
14-02-2014,193.3612
13-02-2014,193.3234
12-02-2014,192.7512
11-02-2014,193.1175
10-02-2014,193.3186
07-02-2014,193.9097
06-02-2014,193.5457
05-02-2014,194.4617
04-02-2014,194.5108
03-02-2014,194.6544
31-01-2014,194.394
30-01-2014,193.8305
29-01-2014,193.89
28-01-2014,193.768
27-01-2014,193.6494
24-01-2014,193.5759
23-01-2014,193.1579
22-01-2014,192.9918
21-01-2014,193.4445
20-01-2014,193.5951
17-01-2014,193.488
16-01-2014,193.0698
15-01-2014,192.9158
14-01-2014,193.1519
13-01-2014,193.1122
10-01-2014,192.7623
09-01-2014,192.2187
08-01-2014,192.591
07-01-2014,192.4414
06-01-2014,192.0905
03-01-2014,191.8319
02-01-2014,192.0454
01-01-2014,192.315
31-12-2013,192.315
30-12-2013,192.3074
27-12-2013,192.0481
26-12-2013,192.7762
25-12-2013,192.7762
24-12-2013,192.7762
23-12-2013,192.7772
20-12-2013,193.0018
19-12-2013,192.7456
18-12-2013,192.6625
17-12-2013,192.5551
16-12-2013,192.6413
13-12-2013,192.659
12-12-2013,192.8508
11-12-2013,193.1122
10-12-2013,192.9343
09-12-2013,192.8512
06-12-2013,192.9467
05-12-2013,193.1424
04-12-2013,194.1007
03-12-2013,194.6752
02-12-2013,194.1578
29-11-2013,194.0675
28-11-2013,193.9287
27-11-2013,193.6147
26-11-2013,193.7341
25-11-2013,193.6971
22-11-2013,193.5017
21-11-2013,193.3907
20-11-2013,193.3343
19-11-2013,193.2561
18-11-2013,193.5072
15-11-2013,193.4923
14-11-2013,193.8252
13-11-2013,193.3785
12-11-2013,192.4694
11-11-2013,193.1598
08-11-2013,193.3286
07-11-2013,194.2329
06-11-2013,193.8094
05-11-2013,193.986
04-11-2013,194.516
01-11-2013,194.4554
31-10-2013,195.0777
30-10-2013,195.0866
29-10-2013,194.9376
28-10-2013,194.696
25-10-2013,194.6776
24-10-2013,194.5118
23-10-2013,194.299
22-10-2013,193.9615
21-10-2013,193.1154
18-10-2013,193.053
17-10-2013,192.7551
16-10-2013,192.2953
15-10-2013,192.4973
14-10-2013,192.9672
11-10-2013,193.2028
10-10-2013,193.3964
09-10-2013,193.7934
08-10-2013,193.7876
07-10-2013,193.7339
04-10-2013,193.4987
03-10-2013,193.5568
02-10-2013,193.5978
