Date,SPGSCI
10-02-2014,632.4907
07-02-2014,635.1132
06-02-2014,626.708
05-02-2014,624.1143
04-02-2014,623.441
03-02-2014,619.1096
31-01-2014,622.26
30-01-2014,626.64
29-01-2014,626.91
28-01-2014,623.91
27-01-2014,618.31
24-01-2014,624.87
23-01-2014,623.6
22-01-2014,623.24
21-01-2014,616.41
17-01-2014,615.56
16-01-2014,613.44
15-01-2014,614.72
14-01-2014,610.17
13-01-2014,609.48
10-01-2014,610.3
09-01-2014,605.81
08-01-2014,610.67
07-01-2014,615.22
06-01-2014,613.84
03-01-2014,614.43
02-01-2014,620.36
31-12-2013,632.29
30-12-2013,635.79
27-12-2013,640.67
26-12-2013,637.76
24-12-2013,637.04
23-12-2013,635.61
20-12-2013,637.1
19-12-2013,632
18-12-2013,627.88
17-12-2013,624.29
16-12-2013,627.39
13-12-2013,623.59
12-12-2013,626.38
11-12-2013,629.95
10-12-2013,630.05
09-12-2013,628.35
06-12-2013,631.94
05-12-2013,630.16
04-12-2013,631.85
03-12-2013,629.81
02-12-2013,623.53
29-11-2013,620.12
27-11-2013,620.76
26-11-2013,622.4
25-11-2013,622.58
22-11-2013,624.37
21-11-2013,622.23
20-11-2013,614.19
19-11-2013,611.67
18-11-2013,613.95
15-11-2013,616.92
14-11-2013,616.8
13-11-2013,613.7
12-11-2013,609.25
11-11-2013,614.2
08-11-2013,609.95
07-11-2013,605.02
06-11-2013,609.73
05-11-2013,606.77
04-11-2013,610.66
01-11-2013,612.24
31-10-2013,622.52
30-10-2013,627.21
29-10-2013,627.67
28-10-2013,629.69
25-10-2013,624.36
24-10-2013,622.84
23-10-2013,623.91
22-10-2013,632.65
21-10-2013,634.81
18-10-2013,638.62
17-10-2013,634.96
16-10-2013,641.27
15-10-2013,636.38
14-10-2013,639.44
11-10-2013,638.45
10-10-2013,642.05
09-10-2013,633.36
08-10-2013,640.42
07-10-2013,638.02
04-10-2013,637.24
03-10-2013,635.73
02-10-2013,637.18
01-10-2013,629.49
30-09-2013,632.4
27-09-2013,636.39
26-09-2013,637.03
25-09-2013,633.82
24-09-2013,632.59
23-09-2013,633.42
20-09-2013,638.63
19-09-2013,643.27
18-09-2013,645.92
17-09-2013,636.3
16-09-2013,644.19
13-09-2013,650.02
12-09-2013,652.26
11-09-2013,647.51
10-09-2013,647.13
09-09-2013,657.13
06-09-2013,664.33
05-09-2013,657.07
04-09-2013,656.07
03-09-2013,660.66
30-08-2013,657.05
29-08-2013,663.48
28-08-2013,668.6
27-08-2013,662.96
26-08-2013,650.66
23-08-2013,649.4
22-08-2013,643.29
21-08-2013,642.3
20-08-2013,645.45
19-08-2013,649.52
16-08-2013,649.92
15-08-2013,648.86
14-08-2013,643.68
13-08-2013,641.23
12-08-2013,638.88
09-08-2013,634.71
08-08-2013,627.95
07-08-2013,629.7
06-08-2013,634.83
05-08-2013,639.59
02-08-2013,642.74
01-08-2013,646.77
31-07-2013,638.64
30-07-2013,632.09
29-07-2013,636.48
26-07-2013,636.81
25-07-2013,640.68
24-07-2013,642.1
23-07-2013,648.62
22-07-2013,648.43
19-07-2013,650.66
18-07-2013,651.05
17-07-2013,646.65
16-07-2013,645.99
15-07-2013,644.4
12-07-2013,644.63
11-07-2013,641.56
10-07-2013,644.31
09-07-2013,637.17
08-07-2013,634.83
05-07-2013,634.02
03-07-2013,629.38
02-07-2013,621.03
01-07-2013,616.02
28-06-2013,611.3
27-06-2013,615.88
26-06-2013,610.93
25-06-2013,611.83
24-06-2013,610.3
21-06-2013,610.04
20-06-2013,616.46
19-06-2013,635.84
18-06-2013,633.01
17-06-2013,630.52
14-06-2013,631.24
13-06-2013,626.36
12-06-2013,623.62
11-06-2013,622.42
10-06-2013,626.86
07-06-2013,631.05
06-06-2013,628.7
05-06-2013,626.58
04-06-2013,625.64
03-06-2013,622.56
31-05-2013,615.46
30-05-2013,622.46
29-05-2013,623.35
28-05-2013,630.57
24-05-2013,624.4
23-05-2013,624.86
22-05-2013,625.96
21-05-2013,631.02
20-05-2013,635.02
17-05-2013,632.05
16-05-2013,627.99
15-05-2013,624.91
14-05-2013,625.54
13-05-2013,627.87
10-05-2013,629.36
09-05-2013,634.91
08-05-2013,632.85
07-05-2013,630.47
06-05-2013,632.74
03-05-2013,631.08
02-05-2013,622.62
01-05-2013,611.06
30-04-2013,624.44
29-04-2013,629.99
26-04-2013,622.29
25-04-2013,625.15
24-04-2013,614.65
23-04-2013,607.11
22-04-2013,609.1
19-04-2013,607.5
18-04-2013,606.01
17-04-2013,600.97
16-04-2013,609.91
15-04-2013,608.83
12-04-2013,623.16
11-04-2013,631.61
10-04-2013,636.03
09-04-2013,637.09
08-04-2013,632.31
05-04-2013,628.26
04-04-2013,633
03-04-2013,638.67
02-04-2013,651.87
01-04-2013,653.1
28-03-2013,655.05
27-03-2013,657.78
26-03-2013,654.54
25-03-2013,649.03
22-03-2013,646.5
21-03-2013,644.55
20-03-2013,648.7
19-03-2013,643.16
18-03-2013,650.3
15-03-2013,652.5
14-03-2013,650.23
13-03-2013,647.17
12-03-2013,649.62
11-03-2013,648.72
08-03-2013,648.81
07-03-2013,646.65
06-03-2013,641.74
05-03-2013,645.94
04-03-2013,640.41
01-03-2013,642.65
28-02-2013,648.21
27-02-2013,650.13
26-02-2013,653.56
25-02-2013,658.64
22-02-2013,658.12
21-02-2013,657.31
20-02-2013,668.28
19-02-2013,675.63
15-02-2013,675.95
14-02-2013,679.37
13-02-2013,679.2
12-02-2013,678.9
11-02-2013,677.66
08-02-2013,678.14
07-02-2013,674.01
06-02-2013,676.14
05-02-2013,676.7
04-02-2013,673.87
01-02-2013,679.05
31-01-2013,675.37
30-01-2013,675.94
29-01-2013,670.51
28-01-2013,665.33
25-01-2013,662.75
24-01-2013,664.22
23-01-2013,661.98
22-01-2013,664.07
18-01-2013,660.83
17-01-2013,658.21
16-01-2013,653.31
15-01-2013,652.18
14-01-2013,655.19
11-01-2013,649.58
10-01-2013,653.11
09-01-2013,649.31
08-01-2013,650.18
07-01-2013,648.69
04-01-2013,646.71
03-01-2013,650.05
02-01-2013,652.56
31-12-2012,646.58
28-12-2012,644.43
27-12-2012,645.78
26-12-2012,646.31
24-12-2012,637.84
21-12-2012,639.09
20-12-2012,643.49
19-12-2012,644.73
18-12-2012,640.18
17-12-2012,636.92
14-12-2012,637.14
13-12-2012,631.38
12-12-2012,637.05
11-12-2012,631.93
10-12-2012,631.4
07-12-2012,632.88
06-12-2012,635.69
05-12-2012,643.26
04-12-2012,644.95
03-12-2012,650.78
30-11-2012,650.05
29-11-2012,649.34
28-11-2012,642.59
27-11-2012,645.96
26-11-2012,646.99
23-11-2012,649.8
21-11-2012,646.01
20-11-2012,642.72
19-11-2012,650.58
16-11-2012,637.01
15-11-2012,634.1
14-11-2012,637.39
13-11-2012,633.32
12-11-2012,634.52
09-11-2012,636.41
08-11-2012,631.53
07-11-2012,629
06-11-2012,644.61
05-11-2012,629.85
02-11-2012,626.07
01-11-2012,638.86
31-10-2012,637.74
30-10-2012,635.79
29-10-2012,636.39
26-10-2012,638.97
25-10-2012,637.47
24-10-2012,636.75
23-10-2012,639.3
22-10-2012,648.5
19-10-2012,656.05
18-10-2012,665.13
17-10-2012,664.94
16-10-2012,664.24
15-10-2012,663.08
12-10-2012,665.3
11-10-2012,671.84
10-10-2012,664.76
09-10-2012,667.25
08-10-2012,656.64
05-10-2012,659.63
04-10-2012,665.19
03-10-2012,648.9
02-10-2012,664.18
01-10-2012,666.97
28-09-2012,665.73
27-09-2012,660.26
26-09-2012,651.87
25-09-2012,658.66
24-09-2012,657.68
21-09-2012,663.96
20-09-2012,658.35
19-09-2012,656.73
18-09-2012,670.13
17-09-2012,678.68
14-09-2012,694.21
13-09-2012,687.22
12-09-2012,682.79
11-09-2012,681.05
10-09-2012,677.88
07-09-2012,676.64
06-09-2012,671.72
05-09-2012,668.72
04-09-2012,672.55
31-08-2012,675.03
30-08-2012,666.96
29-08-2012,668.71
28-08-2012,668.5
27-08-2012,666.96
24-08-2012,670.51
23-08-2012,674.13
22-08-2012,676.69
21-08-2012,675.55
20-08-2012,669.27
17-08-2012,667.56
16-08-2012,667.57
15-08-2012,662.14
14-08-2012,655.53
13-08-2012,653.61
10-08-2012,656.21
09-08-2012,661.65
08-08-2012,658.72
07-08-2012,657.51
06-08-2012,650.34
03-08-2012,647.65
02-08-2012,630.33
01-08-2012,637.61
31-07-2012,635.82
30-07-2012,644.6
27-07-2012,641.77
26-07-2012,635.43
25-07-2012,633.92
24-07-2012,630.18
23-07-2012,633.47
20-07-2012,651.87
19-07-2012,654.73
18-07-2012,639.75
17-07-2012,632.52
16-07-2012,630.63
13-07-2012,621.19
12-07-2012,614.91
11-07-2012,612.44
10-07-2012,605.91
09-07-2012,615.94
06-07-2012,605.15
05-07-2012,620.15
03-07-2012,618
02-07-2012,597.4
29-06-2012,599.44
28-06-2012,567.47
27-06-2012,577
26-06-2012,572.64
25-06-2012,567.6
22-06-2012,563.72
21-06-2012,559
20-06-2012,575.29
19-06-2012,586.31
18-06-2012,581.45
15-06-2012,582.62
14-06-2012,581.87
13-06-2012,576.87
12-06-2012,581.02
11-06-2012,582.43
08-06-2012,588.17
07-06-2012,592.05
06-06-2012,593.06
05-06-2012,585.22
04-06-2012,584.39
01-06-2012,580.99
31-05-2012,596.2
30-05-2012,603.28
29-05-2012,617.67
25-05-2012,620.51
24-05-2012,618.78
23-05-2012,616.29
22-05-2012,628.23
21-05-2012,633.68
18-05-2012,629.5
17-05-2012,630.62
16-05-2012,633.4
15-05-2012,636.1
14-05-2012,635.77
11-05-2012,642.58
10-05-2012,647.5
09-05-2012,648.28
08-05-2012,648.6
07-05-2012,652.27
04-05-2012,653.6
03-05-2012,669.36
02-05-2012,678.65
01-05-2012,687.61
30-04-2012,684.88
27-04-2012,684.45
26-04-2012,682.08
25-04-2012,677.57
24-04-2012,674.83
23-04-2012,674.44
20-04-2012,676.38
19-04-2012,672.63
18-04-2012,671.58
17-04-2012,678.77
16-04-2012,675.59
13-04-2012,682.17
12-04-2012,687.36
11-04-2012,679.53
10-04-2012,674.42
09-04-2012,684.85
05-04-2012,689.14
04-04-2012,683.5
03-04-2012,697.56
02-04-2012,700.4
30-03-2012,688.71
29-03-2012,683.72
28-03-2012,695.61
27-03-2012,704.24
26-03-2012,705.29
23-03-2012,703.33
22-03-2012,695.57
21-03-2012,703.01
20-03-2012,701.53
19-03-2012,712.31
16-03-2012,710.37
15-03-2012,700.85
14-03-2012,703.02
13-03-2012,708.93
12-03-2012,704.27
09-03-2012,707.22
08-03-2012,703.06
07-03-2012,697.62
06-03-2012,692.61
05-03-2012,703.43
02-03-2012,704.37
01-03-2012,713.18
29-02-2012,703.5
28-02-2012,703.46
27-02-2012,711.62
24-02-2012,715.52
23-02-2012,707.74
22-02-2012,703.11
21-02-2012,699.92
17-02-2012,688.44
16-02-2012,686.4
15-02-2012,682.84
14-02-2012,678.6
13-02-2012,680.1
10-02-2012,673.37
09-02-2012,680.37
08-02-2012,674.96
07-02-2012,672.96
06-02-2012,668.53
03-02-2012,666.43
02-02-2012,657.71
01-02-2012,660.76
31-01-2012,660.68
30-01-2012,661.21
27-01-2012,666.64
26-01-2012,664.92
25-01-2012,661.51
24-01-2012,658.84
23-01-2012,658.85
20-01-2012,652.01
19-01-2012,659.77
18-01-2012,657.31
17-01-2012,659.56
13-01-2012,651.54
12-01-2012,655.23
11-01-2012,663.49
10-01-2012,668.43
09-01-2012,662.57
06-01-2012,661.9
05-01-2012,661.32
04-01-2012,670.15
03-01-2012,666.55
30-12-2011,644.91
29-12-2011,645.81
28-12-2011,645.44
27-12-2011,653.35
23-12-2011,645.88
22-12-2011,645.03
21-12-2011,640.91
20-12-2011,634.48
19-12-2011,619.5
16-12-2011,617.9
15-12-2011,618.23
14-12-2011,621.93
13-12-2011,648.24
12-12-2011,638.93
09-12-2011,647.12
08-12-2011,645.98
07-12-2011,653.57
06-12-2011,659.7
05-12-2011,657.52
02-12-2011,658.32
01-12-2011,654.44
30-11-2011,658.02
29-11-2011,653.49
28-11-2011,644.84
25-11-2011,636.12
23-11-2011,638.31
22-11-2011,648.26
21-11-2011,641.94
18-11-2011,648.52
17-11-2011,653.62
16-11-2011,672.89
15-11-2011,666.68
14-11-2011,661.11
11-11-2011,665.92
10-11-2011,661.36
09-11-2011,657.29
08-11-2011,665.59
07-11-2011,660.25
04-11-2011,653.71
03-11-2011,651.01
02-11-2011,643.03
01-11-2011,641.69
31-10-2011,647.96
28-10-2011,652.55
27-10-2011,657.14
26-10-2011,637.76
25-10-2011,649.25
24-10-2011,645.45
21-10-2011,630.63
20-10-2011,624.66
19-10-2011,626.47
18-10-2011,637.22
17-10-2011,632.9
14-10-2011,637.9
13-10-2011,622.74
12-10-2011,625.46
11-10-2011,624.65
10-10-2011,619.06
07-10-2011,606.62
06-10-2011,606.52
05-10-2011,592.03
04-10-2011,576.01
03-10-2011,585.62
30-09-2011,591
29-09-2011,606.79
28-09-2011,603.55
27-09-2011,620.02
26-09-2011,600.37
23-09-2011,599.25
22-09-2011,607.49
21-09-2011,638.54
20-09-2011,643.65
19-09-2011,638.96
16-09-2011,653.1
15-09-2011,658.58
14-09-2011,654.75
13-09-2011,658.51
12-09-2011,656.32
09-09-2011,657.0802
08-09-2011,669.72
07-09-2011,671.99
06-09-2011,658.07
02-09-2011,661.63
01-09-2011,670.38
31-08-2011,674.69
30-08-2011,672.52
29-08-2011,662.94
26-08-2011,657.84
25-08-2011,653.07
24-08-2011,650.59
23-08-2011,652.46
22-08-2011,646.06
19-08-2011,641.46
18-08-2011,635.3
17-08-2011,656.92
16-08-2011,650.41
15-08-2011,653.35
12-08-2011,643.08
11-08-2011,643.41
10-08-2011,630.08
09-08-2011,614.58
08-08-2011,620.6
05-08-2011,645.75
04-08-2011,644.95
03-08-2011,671.59
02-08-2011,683.81
01-08-2011,684.08
29-07-2011,686.08
28-07-2011,693.18
27-07-2011,694.82
26-07-2011,701.37
25-07-2011,697.5
22-07-2011,701.57
21-07-2011,695.41
20-07-2011,696.4
19-07-2011,694.61
18-07-2011,687.62
15-07-2011,693.94
14-07-2011,688.41
13-07-2011,698.04
12-07-2011,689.8
11-07-2011,680.28
08-07-2011,685.6
07-07-2011,690.88
06-07-2011,673.73
05-07-2011,675.35
01-07-2011,664.31
30-06-2011,668.85
29-06-2011,670.47
28-06-2011,656.96
27-06-2011,642.82
24-06-2011,644.89
23-06-2011,648.75
22-06-2011,673.22
21-06-2011,668.47
20-06-2011,666.98
17-06-2011,669.11
16-06-2011,674.8
15-06-2011,677.71
14-06-2011,701.44
13-06-2011,695.14
10-06-2011,701.79
09-06-2011,710.27
08-06-2011,703.56
07-06-2011,696.61
06-06-2011,692.04
03-06-2011,699.77
02-06-2011,698.5
01-06-2011,696.57
31-05-2011,707.26
27-05-2011,698.72
26-05-2011,694.56
25-05-2011,696.53
24-05-2011,684.77
23-05-2011,676.81
20-05-2011,688.52
19-05-2011,683.26
18-05-2011,691.04
17-05-2011,672.92
16-05-2011,675.74
13-05-2011,683.61
12-05-2011,681.14
11-05-2011,681
10-05-2011,708.51
09-05-2011,698.46
06-05-2011,674.16
05-05-2011,683.83
04-05-2011,731.54
03-05-2011,742.87
02-05-2011,754.34
29-04-2011,758.79
28-04-2011,751.2
27-04-2011,752.3
26-04-2011,751.9
25-04-2011,752.54
21-04-2011,752.06
20-04-2011,748.41
19-04-2011,735.49
18-04-2011,733.69
15-04-2011,742.76
14-04-2011,736.23
13-04-2011,735.25
12-04-2011,730.63
11-04-2011,750.27
08-04-2011,760.33
07-04-2011,745.01
06-04-2011,742.09
05-04-2011,740.75
04-04-2011,738.02
01-04-2011,731.44
31-03-2011,725.62
30-03-2011,711.21
29-03-2011,712.96
28-03-2011,710.48
25-03-2011,718.73
24-03-2011,719.08
23-03-2011,716.53
22-03-2011,715
21-03-2011,707.69
18-03-2011,702.17
17-03-2011,700.43
16-03-2011,677.51
15-03-2011,673.31
14-03-2011,699.92
11-03-2011,701.06
10-03-2011,707.19
09-03-2011,715.96
08-03-2011,713.36
07-03-2011,719.22
04-03-2011,719.62
03-03-2011,711.68
02-03-2011,711.98
01-03-2011,702.28
28-02-2011,690.85
25-02-2011,690.56
24-02-2011,681.99
23-02-2011,684.91
22-02-2011,670.26
18-02-2011,657.62
17-02-2011,657.4
16-02-2011,653.89
15-02-2011,649.77
14-02-2011,656.8
11-02-2011,652.93
10-02-2011,654.68
09-02-2011,654.55
08-02-2011,648.21
07-02-2011,645.86
04-02-2011,648.13
03-02-2011,654.91
02-02-2011,658.92
01-02-2011,655.33
31-01-2011,655.26
28-01-2011,642.11
27-01-2011,629.99
26-01-2011,634.83
25-01-2011,623.2
24-01-2011,633.61
21-01-2011,638.01
20-01-2011,634.74
19-01-2011,642.51
18-01-2011,643.78
14-01-2011,643.06
13-01-2011,641.45
12-01-2011,642.91
11-01-2011,636.1
10-01-2011,625.86
07-01-2011,617.68
06-01-2011,620.61
05-01-2011,629.55
04-01-2011,623.36
03-01-2011,634.13
31-12-2010,631.83
30-12-2010,621.84
29-12-2010,629.36
28-12-2010,630.32
27-12-2010,626.2
23-12-2010,628.32
22-12-2010,625.03
21-12-2010,620.87
20-12-2010,617.38
17-12-2010,610.99
16-12-2010,607.24
15-12-2010,611.61
14-12-2010,610.79
13-12-2010,612.85
10-12-2010,605.21
09-12-2010,607.96
08-12-2010,607.73
07-12-2010,607.14
06-12-2010,609.83
03-12-2010,608.75
02-12-2010,601.06
01-12-2010,593.07
30-11-2010,575.84
29-11-2010,582.09
26-11-2010,574.63
24-11-2010,575.66
23-11-2010,562.41
22-11-2010,564.38
19-11-2010,565.94
18-11-2010,571.25
17-11-2010,560.06
16-11-2010,565.66
15-11-2010,584.13
12-11-2010,582.01
11-11-2010,602.42
10-11-2010,604.039
09-11-2010,601.861
08-11-2010,598.08
05-11-2010,594.385
04-11-2010,590.604
03-11-2010,577.602
02-11-2010,574.662
01-11-2010,569.373
29-10-2010,564.16
28-10-2010,566.336
27-10-2010,563.422
26-10-2010,567.176
25-10-2010,565.571
22-10-2010,560.631
21-10-2010,556.1
20-10-2010,565.619
19-10-2010,552.782
18-10-2010,569.407
15-10-2010,562.133
14-10-2010,570.217
13-10-2010,571.942
12-10-2010,565.771
11-10-2010,564.982
08-10-2010,564.093
07-10-2010,551.866
06-10-2010,558.799
05-10-2010,556.428
04-10-2010,547.853
01-10-2010,549.518
30-09-2010,546.064
29-09-2010,539.187
28-09-2010,531.82
27-09-2010,532.613
24-09-2010,533.217
23-09-2010,527.165
22-09-2010,525.3
21-09-2010,525.874
20-09-2010,531.254
17-09-2010,527.041
16-09-2010,527.755
15-09-2010,532.041
14-09-2010,534.635
13-09-2010,532.074
10-09-2010,526.268
09-09-2010,519.069
08-09-2010,519.211
07-09-2010,516.172
03-09-2010,515.669
02-09-2010,514.091
01-09-2010,509.12
31-08-2010,499.162
30-08-2010,510.201
27-08-2010,510.493
26-08-2010,502.379
25-08-2010,495.803
24-08-2010,494.385
23-08-2010,502.356
20-08-2010,505.157
19-08-2010,509.694
18-08-2010,513.972
17-08-2010,515.259
16-08-2010,510.202
13-08-2010,512.355
12-08-2010,514.571
11-08-2010,520.986
10-08-2010,530.532
09-08-2010,536.706
06-08-2010,534.141
05-08-2010,542.571
04-08-2010,544.127
03-08-2010,540.949
02-08-2010,536.903
30-07-2010,524.809
29-07-2010,518.411
28-07-2010,509.989
27-07-2010,508.783
26-07-2010,515.651
23-07-2010,515.671
22-07-2010,517.624
21-07-2010,503.886
20-07-2010,506.346
19-07-2010,503.918
16-07-2010,502.579
15-07-2010,506.762
14-07-2010,505.855
13-07-2010,505.446
12-07-2010,494.67
09-07-2010,500.759
08-07-2010,497.5
07-07-2010,491.039
06-07-2010,480.775
02-07-2010,480.314
01-07-2010,484.206
30-06-2010,495.177
29-06-2010,493.657
28-06-2010,508.367
25-06-2010,511.859
24-06-2010,501.804
23-06-2010,500.428
22-06-2010,508.705
21-06-2010,512.832
18-06-2010,510.564
17-06-2010,511.634
16-06-2010,511.523
15-06-2010,507.956
14-06-2010,500.102
11-06-2010,493.099
10-06-2010,495.111
09-06-2010,488.839
08-06-2010,478.265
07-06-2010,475.16
04-06-2010,474.796
03-06-2010,490.01
02-06-2010,482.984
01-06-2010,481.107
28-05-2010,488.193
27-05-2010,492.231
26-05-2010,477.316
25-05-2010,465.456
24-05-2010,473.788
21-05-2010,473.744
20-05-2010,473.943
19-05-2010,481.968
18-05-2010,486.963
17-05-2010,487.395
14-05-2010,501.568
13-05-2010,519.576
12-05-2010,520.948
11-05-2010,516.819
10-05-2010,514.818
07-05-2010,503.471
06-05-2010,508.652
05-05-2010,521.811
04-05-2010,535.669
03-05-2010,553.034
30-04-2010,549.941
29-04-2010,544.422
28-04-2010,538.939
27-04-2010,536.915
26-04-2010,548.856
23-04-2010,548.856
22-04-2010,542.646
21-04-2010,541.387
20-04-2010,540.22
19-04-2010,534.89
16-04-2010,544.175
15-04-2010,553.306
14-04-2010,552.412
13-04-2010,543.921
12-04-2010,542.524
09-04-2010,542.137
08-04-2010,540.732
07-04-2010,544.103
06-04-2010,547.194
05-04-2010,546.555
01-04-2010,537.71
31-03-2010,530.159
30-03-2010,526.462
29-03-2010,524.585
26-03-2010,512.986
25-03-2010,515.11
24-03-2010,516.92
23-03-2010,522.87
22-03-2010,522.776
19-03-2010,521.499
18-03-2010,529.381
17-03-2010,532.198
16-03-2010,525.568
15-03-2010,516.406
12-03-2010,523.803
11-03-2010,526.539
10-03-2010,527.655
09-03-2010,525.159
08-03-2010,527.739
05-03-2010,526.342
04-03-2010,519.727
03-03-2010,525.444
02-03-2010,518.57
01-03-2010,512.744
26-02-2010,517.484
25-02-2010,508.514
24-02-2010,518.764
23-02-2010,513.254
22-02-2010,522.396
19-02-2010,521.976
18-02-2010,518.554
17-02-2010,511.817
16-02-2010,511.703
12-02-2010,495.592
11-02-2010,501.588
10-02-2010,494.059
09-02-2010,490.153
08-02-2010,480.7
05-02-2010,475.646
04-02-2010,485.858
03-02-2010,504.115
02-02-2010,507.279
01-02-2010,493.23
29-01-2010,486.145
28-01-2010,490.047
27-01-2010,492.253
26-01-2010,499.998
25-01-2010,504.545
22-01-2010,501.527
21-01-2010,508.4
20-01-2010,515.23
19-01-2010,522.962
15-01-2010,520.37
14-01-2010,527.717
13-01-2010,528.592
12-01-2010,531.539
11-01-2010,541.568
08-01-2010,543.221
07-01-2010,542.586
06-01-2010,547.876
05-01-2010,538.477
04-01-2010,537.943
31-12-2009,524.621
30-12-2009,525.044
29-12-2009,523.778
28-12-2009,523.516
24-12-2009,515.843
23-12-2009,511.865
22-12-2009,499.731
21-12-2009,497.883
18-12-2009,501.396
17-12-2009,499.375
16-12-2009,503.547
15-12-2009,494.781
14-12-2009,491.932
11-12-2009,489.324
10-12-2009,487.854
09-12-2009,486.097
08-12-2009,495.944
07-12-2009,500.005
04-12-2009,503.327
03-12-2009,508.488
02-12-2009,509.308
01-12-2009,517.826
30-11-2009,512.574
27-11-2009,506.671
25-11-2009,514.741
24-11-2009,501.857
23-11-2009,510.266
20-11-2009,508.656
19-11-2009,510.647
18-11-2009,520.19
17-11-2009,519.583
16-11-2009,517.871
13-11-2009,501.853
12-11-2009,503.734
11-11-2009,513.19
10-11-2009,509.338
09-11-2009,510.287
06-11-2009,497.022
05-11-2009,508.423
04-11-2009,513.363
03-11-2009,510.251
02-11-2009,503.632
30-10-2009,496.808
29-10-2009,511.371
28-10-2009,498.339
27-10-2009,510.953
26-10-2009,508.844
23-10-2009,519.284
22-10-2009,523.327
21-10-2009,525.055
20-10-2009,512.233
19-10-2009,515.028
16-10-2009,508.2
15-10-2009,503.191
14-10-2009,492.39
13-10-2009,488.256
12-10-2009,483.707
09-10-2009,472.225
08-10-2009,472.521
07-10-2009,459.038
06-10-2009,463.064
05-10-2009,457.382
02-10-2009,454.276
01-10-2009,459.657
30-09-2009,462.748
29-09-2009,444.482
28-09-2009,444.651
25-09-2009,440.92
24-09-2009,441.691
23-09-2009,454.932
22-09-2009,465.333
21-09-2009,455.614
18-09-2009,468.925
17-09-2009,472.462
16-09-2009,473.001
15-09-2009,462.717
14-09-2009,452.548
11-09-2009,451.424
10-09-2009,461.126
09-09-2009,457.16
08-09-2009,454.327
04-09-2009,439.012
03-09-2009,440.362
02-09-2009,442.444
01-09-2009,443.205
31-08-2009,453.787
28-08-2009,466.704
27-08-2009,464.425
26-08-2009,460.899
25-08-2009,464.02
24-08-2009,474.712
21-08-2009,470.292
20-08-2009,466.12
19-08-2009,471.449
18-08-2009,460.601
17-08-2009,451.698
14-08-2009,458.361
13-08-2009,472.915
12-08-2009,469.731
11-08-2009,464.605
10-08-2009,469.049
07-08-2009,468.129
06-08-2009,471.238
05-08-2009,476.64
04-08-2009,472.541
03-08-2009,472.288
31-07-2009,457.407
30-07-2009,446.553
29-07-2009,426.884
28-07-2009,444.177
27-07-2009,450.113
24-07-2009,448.01
23-07-2009,445.1
22-07-2009,435.71
21-07-2009,435.549
20-07-2009,435.149
17-07-2009,430.181
16-07-2009,421.775
15-07-2009,418.153
14-07-2009,407.979
13-07-2009,405.139
10-07-2009,404.508
09-07-2009,406.632
08-07-2009,402.184
07-07-2009,414.962
06-07-2009,421.779
02-07-2009,435.77
01-07-2009,448.935
30-06-2009,450.217
29-06-2009,460.152
26-06-2009,450.967
25-06-2009,456.078
24-06-2009,448.795
23-06-2009,450.345
22-06-2009,442.409
19-06-2009,457.204
18-06-2009,465.869
17-06-2009,466.066
16-06-2009,463.295
15-06-2009,463.649
12-06-2009,472.195
11-06-2009,478.152
10-06-2009,468.121
09-06-2009,463.264
08-06-2009,452.752
05-06-2009,455.401
04-06-2009,457.036
03-06-2009,442.407
02-06-2009,458.024
01-06-2009,458.462
29-05-2009,443.053
28-05-2009,436.465
27-05-2009,427.402
26-05-2009,423.094
22-05-2009,420.082
21-05-2009,415.68
20-05-2009,421.743
19-05-2009,413.195
18-05-2009,411.734
15-05-2009,399.851
14-05-2009,412.532
13-05-2009,410.636
12-05-2009,414.0486
11-05-2009,410.53
08-05-2009,411.437
07-05-2009,401.062
06-05-2009,396.018
05-05-2009,383.16
04-05-2009,385.579
01-05-2009,379.009
30-04-2009,365.848
29-04-2009,364.63
28-04-2009,357.542
27-04-2009,359.372
24-04-2009,368.59
23-04-2009,360.733
22-04-2009,358.962
21-04-2009,358.195
20-04-2009,357.533
17-04-2009,377.566
16-04-2009,375.846
15-04-2009,374.161
14-04-2009,376.599
13-04-2009,374.349
09-04-2009,379.204
08-04-2009,367.12
07-04-2009,363.389
06-04-2009,368.654
03-04-2009,375.551
02-04-2009,373.3479
01-04-2009,352.24
31-03-2009,358.526
30-03-2009,351.099
27-03-2009,368.582
26-03-2009,379.162
25-03-2009,374.233
24-03-2009,381.311
23-03-2009,381.755
20-03-2009,372.168
19-03-2009,370.861
18-03-2009,350.54
17-03-2009,356.595
16-03-2009,347.739
13-03-2009,342.834
12-03-2009,345.031
11-03-2009,325.066
10-03-2009,337.445
09-03-2009,339.077
06-03-2009,335.864
05-03-2009,327.266
04-03-2009,338.126
03-03-2009,321.088
02-03-2009,314.613
27-02-2009,336.24
26-02-2009,339.04
25-02-2009,327.16
24-02-2009,317.244
23-02-2009,310.305
20-02-2009,314.997
19-02-2009,317.914
18-02-2009,306.774
17-02-2009,313.22
13-02-2009,333.867
12-02-2009,337.221
11-02-2009,334.428
10-02-2009,335.434
09-02-2009,341.445
06-02-2009,337.916
05-02-2009,335.114
04-02-2009,328.243
03-02-2009,328.255
02-02-2009,327.223
30-01-2009,336.205
29-01-2009,335.532
28-01-2009,337.076
27-01-2009,332.145
26-01-2009,350.515
