Date,CHF
22-11-1996,1.271
21-11-1996,1.2666
20-11-1996,1.2661
19-11-1996,1.2714
18-11-1996,1.2645
15-11-1996,1.2789
14-11-1996,1.2763
13-11-1996,1.2717
12-11-1996,1.2683
11-11-1996,1.2545
08-11-1996,1.2645
07-11-1996,1.2745
06-11-1996,1.275
05-11-1996,1.2786
04-11-1996,1.2672
01-11-1996,1.2667
31-10-1996,1.2687
30-10-1996,1.2542
29-10-1996,1.2561
28-10-1996,1.2613
25-10-1996,1.2598
24-10-1996,1.2553
23-10-1996,1.2547
22-10-1996,1.2546
21-10-1996,1.2628
18-10-1996,1.2692
17-10-1996,1.2688
16-10-1996,1.2679
15-10-1996,1.2684
14-10-1996,1.2527
11-10-1996,1.2541
10-10-1996,1.2489
09-10-1996,1.2528
08-10-1996,1.2548
07-10-1996,1.2551
04-10-1996,1.256
03-10-1996,1.2546
02-10-1996,1.2578
01-10-1996,1.2556
30-09-1996,1.2548
27-09-1996,1.2554
26-09-1996,1.2539
25-09-1996,1.2407
24-09-1996,1.2256
23-09-1996,1.2359
20-09-1996,1.239
19-09-1996,1.243
18-09-1996,1.2417
17-09-1996,1.2441
16-09-1996,1.2408
13-09-1996,1.2444
12-09-1996,1.2378
11-09-1996,1.2354
10-09-1996,1.2346
09-09-1996,1.2219
06-09-1996,1.2191
05-09-1996,1.2084
04-09-1996,1.2055
03-09-1996,1.2095
02-09-1996,1.2092
30-08-1996,1.2017
29-08-1996,1.1943
28-08-1996,1.1926
27-08-1996,1.194
26-08-1996,1.1932
23-08-1996,1.1931
22-08-1996,1.2079
21-08-1996,1.1999
20-08-1996,1.2063
19-08-1996,1.2072
16-08-1996,1.208
15-08-1996,1.2045
14-08-1996,1.2091
13-08-1996,1.1996
12-08-1996,1.2033
09-08-1996,1.2025
08-08-1996,1.2104
07-08-1996,1.2105
06-08-1996,1.2075
05-08-1996,1.2016
02-08-1996,1.201
01-08-1996,1.2015
31-07-1996,1.1978
30-07-1996,1.2027
29-07-1996,1.2065
26-07-1996,1.2094
25-07-1996,1.2062
24-07-1996,1.215
23-07-1996,1.2131
22-07-1996,1.207
19-07-1996,1.2151
18-07-1996,1.2196
17-07-1996,1.2117
16-07-1996,1.2191
15-07-1996,1.25
12-07-1996,1.26
11-07-1996,1.2571
10-07-1996,1.2636
09-07-1996,1.2641
08-07-1996,1.2623
05-07-1996,1.2621
04-07-1996,1.2546
03-07-1996,1.2523
02-07-1996,1.2508
01-07-1996,1.2505
28-06-1996,1.2545
27-06-1996,1.2468
26-06-1996,1.2575
25-06-1996,1.2603
24-06-1996,1.2611
21-06-1996,1.2675
20-06-1996,1.256
19-06-1996,1.2536
18-06-1996,1.2463
17-06-1996,1.2522
14-06-1996,1.2562
13-06-1996,1.2537
12-06-1996,1.2627
11-06-1996,1.2647
10-06-1996,1.2669
07-06-1996,1.2701
06-06-1996,1.2574
05-06-1996,1.2575
04-06-1996,1.2586
03-06-1996,1.2531
31-05-1996,1.2486
30-05-1996,1.26
29-05-1996,1.2598
28-05-1996,1.2724
27-05-1996,1.2653
24-05-1996,1.2665
23-05-1996,1.2651
22-05-1996,1.2685
21-05-1996,1.2687
20-05-1996,1.2623
17-05-1996,1.2615
16-05-1996,1.255
15-05-1996,1.2533
14-05-1996,1.2507
13-05-1996,1.2493
10-05-1996,1.2488
09-05-1996,1.2394
08-05-1996,1.2338
07-05-1996,1.2449
06-05-1996,1.2447
03-05-1996,1.242
02-05-1996,1.246
01-05-1996,1.2505
30-04-1996,1.2445
29-04-1996,1.2393
26-04-1996,1.2353
25-04-1996,1.2379
24-04-1996,1.2305
23-04-1996,1.2341
22-04-1996,1.2296
19-04-1996,1.228
18-04-1996,1.2195
17-04-1996,1.2274
16-04-1996,1.2283
15-04-1996,1.2338
12-04-1996,1.2288
11-04-1996,1.222
10-04-1996,1.2157
09-04-1996,1.2114
08-04-1996,1.1953
05-04-1996,1.1965
04-04-1996,1.1935
03-04-1996,1.1966
02-04-1996,1.196
01-04-1996,1.1945
29-03-1996,1.1897
28-03-1996,1.1906
27-03-1996,1.1991
26-03-1996,1.194
25-03-1996,1.1924
22-03-1996,1.1928
21-03-1996,1.1974
20-03-1996,1.1925
19-03-1996,1.1891
18-03-1996,1.193
15-03-1996,1.1867
14-03-1996,1.1879
13-03-1996,1.1883
12-03-1996,1.1922
11-03-1996,1.202
08-03-1996,1.2015
07-03-1996,1.2005
06-03-1996,1.2035
05-03-1996,1.1986
04-03-1996,1.202
01-03-1996,1.2035
29-02-1996,1.2015
28-02-1996,1.1973
27-02-1996,1.1818
26-02-1996,1.18
23-02-1996,1.1763
22-02-1996,1.1794
21-02-1996,1.1841
20-02-1996,1.1803
19-02-1996,1.1772
16-02-1996,1.1832
15-02-1996,1.197
14-02-1996,1.195
13-02-1996,1.2031
12-02-1996,1.2056
09-02-1996,1.2075
08-02-1996,1.2055
07-02-1996,1.207
06-02-1996,1.1975
05-02-1996,1.1964
02-02-1996,1.2138
01-02-1996,1.2135
31-01-1996,1.2112
30-01-1996,1.2168
29-01-1996,1.2045
26-01-1996,1.2113
25-01-1996,1.1996
24-01-1996,1.1906
23-01-1996,1.1879
22-01-1996,1.186
19-01-1996,1.1931
18-01-1996,1.1896
17-01-1996,1.1891
16-01-1996,1.1845
15-01-1996,1.1671
12-01-1996,1.163
11-01-1996,1.1626
10-01-1996,1.1614
09-01-1996,1.1601
08-01-1996,1.1622
05-01-1996,1.1617
04-01-1996,1.1618
03-01-1996,1.1654
02-01-1996,1.159
01-01-1996,1.1567
29-12-1995,1.1543
28-12-1995,1.155
27-12-1995,1.1553
26-12-1995,1.153
25-12-1995,1.159
22-12-1995,1.1595
21-12-1995,1.1578
20-12-1995,1.1547
19-12-1995,1.1582
18-12-1995,1.1465
15-12-1995,1.1634
14-12-1995,1.1622
13-12-1995,1.1751
12-12-1995,1.175
11-12-1995,1.1694
08-12-1995,1.1684
07-12-1995,1.1696
06-12-1995,1.1705
05-12-1995,1.1655
04-12-1995,1.1676
01-12-1995,1.1765
30-11-1995,1.1761
29-11-1995,1.1667
28-11-1995,1.1573
27-11-1995,1.1592
24-11-1995,1.1447
23-11-1995,1.1383
22-11-1995,1.1372
21-11-1995,1.1371
20-11-1995,1.1367
17-11-1995,1.1384
16-11-1995,1.138
15-11-1995,1.1393
14-11-1995,1.1406
13-11-1995,1.1443
10-11-1995,1.139
09-11-1995,1.1365
08-11-1995,1.1465
07-11-1995,1.1389
06-11-1995,1.138
03-11-1995,1.1392
02-11-1995,1.1459
01-11-1995,1.14
31-10-1995,1.1363
30-10-1995,1.137
27-10-1995,1.1387
26-10-1995,1.1312
25-10-1995,1.1326
24-10-1995,1.136
23-10-1995,1.129
20-10-1995,1.1408
19-10-1995,1.1483
18-10-1995,1.1563
17-10-1995,1.1475
16-10-1995,1.1549
13-10-1995,1.1551
12-10-1995,1.1489
11-10-1995,1.1576
10-10-1995,1.1488
09-10-1995,1.1425
06-10-1995,1.1437
05-10-1995,1.1397
04-10-1995,1.1527
03-10-1995,1.1602
02-10-1995,1.1503
29-09-1995,1.1543
28-09-1995,1.1426
27-09-1995,1.153
26-09-1995,1.1622
25-09-1995,1.1568
22-09-1995,1.1466
21-09-1995,1.1411
20-09-1995,1.1725
19-09-1995,1.2038
18-09-1995,1.2044
15-09-1995,1.207
14-09-1995,1.2125
13-09-1995,1.2181
12-09-1995,1.2043
11-09-1995,1.211
08-09-1995,1.2147
07-09-1995,1.2173
06-09-1995,1.2132
05-09-1995,1.2007
04-09-1995,1.2008
01-09-1995,1.1969
31-08-1995,1.2034
30-08-1995,1.2121
29-08-1995,1.2175
28-08-1995,1.2093
25-08-1995,1.2093
24-08-1995,1.2196
23-08-1995,1.2269
22-08-1995,1.2335
21-08-1995,1.2279
18-08-1995,1.2237
17-08-1995,1.2231
16-08-1995,1.2334
15-08-1995,1.2349
14-08-1995,1.1949
11-08-1995,1.1976
10-08-1995,1.1771
09-08-1995,1.1637
08-08-1995,1.1675
07-08-1995,1.1653
04-08-1995,1.1529
03-08-1995,1.1479
02-08-1995,1.159
01-08-1995,1.1383
31-07-1995,1.1525
28-07-1995,1.1491
27-07-1995,1.1493
26-07-1995,1.1526
25-07-1995,1.1603
24-07-1995,1.1522
21-07-1995,1.1538
20-07-1995,1.1519
19-07-1995,1.1471
18-07-1995,1.1612
17-07-1995,1.1692
14-07-1995,1.1633
13-07-1995,1.1578
12-07-1995,1.1668
11-07-1995,1.1715
10-07-1995,1.1578
07-07-1995,1.1581
06-07-1995,1.1443
05-07-1995,1.1439
04-07-1995,1.1484
03-07-1995,1.1451
30-06-1995,1.148
29-06-1995,1.1467
28-06-1995,1.1599
27-06-1995,1.1468
26-06-1995,1.1497
23-06-1995,1.1474
22-06-1995,1.1577
21-06-1995,1.1439
20-06-1995,1.1533
19-06-1995,1.1591
16-06-1995,1.1612
15-06-1995,1.1646
14-06-1995,1.1546
13-06-1995,1.163
12-06-1995,1.155
09-06-1995,1.1617
08-06-1995,1.16
07-06-1995,1.1672
06-06-1995,1.1636
05-06-1995,1.1594
02-06-1995,1.1612
01-06-1995,1.1607
31-05-1995,1.1672
30-05-1995,1.1479
29-05-1995,1.1405
26-05-1995,1.1359
25-05-1995,1.1561
24-05-1995,1.199
23-05-1995,1.2033
22-05-1995,1.2005
19-05-1995,1.205
18-05-1995,1.2013
17-05-1995,1.2063
16-05-1995,1.208
15-05-1995,1.1988
12-05-1995,1.2071
11-05-1995,1.196
10-05-1995,1.151
09-05-1995,1.1393
08-05-1995,1.1278
05-05-1995,1.1335
04-05-1995,1.1326
03-05-1995,1.1352
02-05-1995,1.1357
01-05-1995,1.146
28-04-1995,1.144
27-04-1995,1.1368
26-04-1995,1.1315
25-04-1995,1.1286
24-04-1995,1.1405
21-04-1995,1.1295
20-04-1995,1.1435
19-04-1995,1.133
18-04-1995,1.1155
17-04-1995,1.1265
14-04-1995,1.1515
13-04-1995,1.1465
12-04-1995,1.1545
11-04-1995,1.1545
10-04-1995,1.16
07-04-1995,1.13
06-04-1995,1.127
05-04-1995,1.1235
04-04-1995,1.1315
03-04-1995,1.123
31-03-1995,1.1285
30-03-1995,1.168
29-03-1995,1.1425
28-03-1995,1.1465
27-03-1995,1.1595
24-03-1995,1.174
23-03-1995,1.1605
22-03-1995,1.1643
21-03-1995,1.174
20-03-1995,1.1665
17-03-1995,1.151
16-03-1995,1.165
15-03-1995,1.1513
14-03-1995,1.1763
13-03-1995,1.174
10-03-1995,1.1795
09-03-1995,1.1725
08-03-1995,1.1645
07-03-1995,1.1405
06-03-1995,1.174
03-03-1995,1.2015
02-03-1995,1.223
01-03-1995,1.239
28-02-1995,1.2375
27-02-1995,1.2445
24-02-1995,1.245
23-02-1995,1.2455
22-02-1995,1.2477
21-02-1995,1.243
20-02-1995,1.248
17-02-1995,1.2515
16-02-1995,1.2605
15-02-1995,1.2755
14-02-1995,1.274
13-02-1995,1.2855
10-02-1995,1.282
09-02-1995,1.2928
08-02-1995,1.2955
07-02-1995,1.3025
06-02-1995,1.294
03-02-1995,1.2905
02-02-1995,1.285
01-02-1995,1.284
31-01-1995,1.2855
30-01-1995,1.2673
27-01-1995,1.2746
26-01-1995,1.2765
25-01-1995,1.2765
24-01-1995,1.271
23-01-1995,1.2705
20-01-1995,1.2713
19-01-1995,1.2725
18-01-1995,1.291
17-01-1995,1.2865
16-01-1995,1.2835
13-01-1995,1.289
12-01-1995,1.2815
11-01-1995,1.288
10-01-1995,1.2823
09-01-1995,1.284
06-01-1995,1.3115
05-01-1995,1.3005
04-01-1995,1.3085
03-01-1995,1.3145
02-01-1995,1.3155
30-12-1994,1.3086
29-12-1994,1.3135
28-12-1994,1.304
27-12-1994,1.3295
26-12-1994,1.334
23-12-1994,1.3329
22-12-1994,1.3315
21-12-1994,1.3348
20-12-1994,1.328
19-12-1994,1.3315
16-12-1994,1.3323
15-12-1994,1.327
14-12-1994,1.3268
13-12-1994,1.329
12-12-1994,1.3332
09-12-1994,1.337
08-12-1994,1.338
07-12-1994,1.3245
06-12-1994,1.3255
05-12-1994,1.3255
02-12-1994,1.3332
01-12-1994,1.329
30-11-1994,1.3265
29-11-1994,1.326
28-11-1994,1.3267
25-11-1994,1.3205
24-11-1994,1.3235
23-11-1994,1.319
22-11-1994,1.3171
21-11-1994,1.319
18-11-1994,1.3188
17-11-1994,1.3055
16-11-1994,1.3045
15-11-1994,1.3095
14-11-1994,1.2945
11-11-1994,1.2831
10-11-1994,1.2832
09-11-1994,1.2825
08-11-1994,1.262
07-11-1994,1.269
04-11-1994,1.2665
03-11-1994,1.2685
02-11-1994,1.263
01-11-1994,1.245
31-10-1994,1.2565
28-10-1994,1.2595
27-10-1994,1.2538
26-10-1994,1.2429
25-10-1994,1.2495
24-10-1994,1.2425
21-10-1994,1.2485
20-10-1994,1.2385
19-10-1994,1.2455
18-10-1994,1.2482
17-10-1994,1.2465
14-10-1994,1.2645
13-10-1994,1.273
12-10-1994,1.2843
11-10-1994,1.2885
10-10-1994,1.2829
07-10-1994,1.28
06-10-1994,1.28
05-10-1994,1.2795
04-10-1994,1.2845
03-10-1994,1.2927
30-09-1994,1.2875
29-09-1994,1.2855
28-09-1994,1.2885
27-09-1994,1.2772
26-09-1994,1.287
23-09-1994,1.2865
22-09-1994,1.285
21-09-1994,1.283
20-09-1994,1.285
19-09-1994,1.285
16-09-1994,1.2815
15-09-1994,1.286
14-09-1994,1.281
13-09-1994,1.2855
12-09-1994,1.2869
09-09-1994,1.2807
08-09-1994,1.3023
07-09-1994,1.2964
06-09-1994,1.294
05-09-1994,1.3074
02-09-1994,1.3052
01-09-1994,1.3226
31-08-1994,1.332
30-08-1994,1.3295
29-08-1994,1.3325
26-08-1994,1.3336
25-08-1994,1.3025
24-08-1994,1.303
23-08-1994,1.2915
22-08-1994,1.2885
19-08-1994,1.2955
18-08-1994,1.2963
17-08-1994,1.303
16-08-1994,1.313
15-08-1994,1.303
12-08-1994,1.3022
11-08-1994,1.314
10-08-1994,1.336
09-08-1994,1.3341
08-08-1994,1.3355
05-08-1994,1.3336
04-08-1994,1.3406
03-08-1994,1.3314
02-08-1994,1.3371
01-08-1994,1.332
29-07-1994,1.34
28-07-1994,1.3505
27-07-1994,1.3345
26-07-1994,1.3455
25-07-1994,1.3487
22-07-1994,1.3567
21-07-1994,1.3465
20-07-1994,1.3205
19-07-1994,1.329
18-07-1994,1.3062
15-07-1994,1.3083
14-07-1994,1.3115
13-07-1994,1.3005
12-07-1994,1.293
11-07-1994,1.289
08-07-1994,1.3175
07-07-1994,1.3235
06-07-1994,1.3277
05-07-1994,1.3265
04-07-1994,1.3403
01-07-1994,1.3405
30-06-1994,1.3335
29-06-1994,1.3342
28-06-1994,1.3285
27-06-1994,1.3292
24-06-1994,1.3285
23-06-1994,1.351
22-06-1994,1.3505
21-06-1994,1.344
20-06-1994,1.3495
17-06-1994,1.3557
16-06-1994,1.372
15-06-1994,1.372
14-06-1994,1.387
13-06-1994,1.3865
10-06-1994,1.406
09-06-1994,1.411
08-06-1994,1.4142
07-06-1994,1.4125
06-06-1994,1.4175
03-06-1994,1.419
02-06-1994,1.404
01-06-1994,1.402
31-05-1994,1.4025
30-05-1994,1.4063
27-05-1994,1.402
26-05-1994,1.4065
25-05-1994,1.404
24-05-1994,1.4145
23-05-1994,1.4045
20-05-1994,1.406
19-05-1994,1.4135
18-05-1994,1.409
17-05-1994,1.4225
16-05-1994,1.427
13-05-1994,1.4251
12-05-1994,1.4237
11-05-1994,1.4251
10-05-1994,1.4326
09-05-1994,1.4111
06-05-1994,1.4131
05-05-1994,1.416
04-05-1994,1.4071
03-05-1994,1.3971
02-05-1994,1.4026
29-04-1994,1.4035
28-04-1994,1.4126
27-04-1994,1.4257
26-04-1994,1.4301
25-04-1994,1.4345
22-04-1994,1.4335
21-04-1994,1.4351
20-04-1994,1.4335
19-04-1994,1.4431
18-04-1994,1.448
15-04-1994,1.4543
14-04-1994,1.4471
13-04-1994,1.4396
12-04-1994,1.4451
11-04-1994,1.4411
08-04-1994,1.4465
07-04-1994,1.4465
06-04-1994,1.4486
05-04-1994,1.4481
04-04-1994,1.4251
01-04-1994,1.4281
31-03-1994,1.4135
30-03-1994,1.4191
29-03-1994,1.4251
28-03-1994,1.4221
25-03-1994,1.4176
24-03-1994,1.4166
23-03-1994,1.4275
22-03-1994,1.4276
21-03-1994,1.4326
18-03-1994,1.4416
17-03-1994,1.4375
16-03-1994,1.4321
15-03-1994,1.443
14-03-1994,1.437
11-03-1994,1.4221
10-03-1994,1.418
09-03-1994,1.4295
08-03-1994,1.4381
07-03-1994,1.44
04-03-1994,1.4401
03-03-1994,1.438
02-03-1994,1.432
01-03-1994,1.439
28-02-1994,1.4265
25-02-1994,1.4286
24-02-1994,1.432
23-02-1994,1.454
22-02-1994,1.4505
21-02-1994,1.4569
18-02-1994,1.4441
17-02-1994,1.456
16-02-1994,1.4541
15-02-1994,1.4565
14-02-1994,1.4565
11-02-1994,1.4801
10-02-1994,1.479
09-02-1994,1.477
08-02-1994,1.4801
07-02-1994,1.4685
04-02-1994,1.4715
03-02-1994,1.452
02-02-1994,1.4501
01-02-1994,1.4491
31-01-1994,1.4568
28-01-1994,1.4705
27-01-1994,1.46
26-01-1994,1.4701
25-01-1994,1.4665
24-01-1994,1.4652
21-01-1994,1.4651
20-01-1994,1.4561
19-01-1994,1.4615
18-01-1994,1.461
17-01-1994,1.476
14-01-1994,1.4786
13-01-1994,1.4785
12-01-1994,1.463
11-01-1994,1.479
10-01-1994,1.4717
07-01-1994,1.4671
06-01-1994,1.4825
05-01-1994,1.4805
04-01-1994,1.4841
03-01-1994,1.494
31-12-1993,1.4885
30-12-1993,1.4831
29-12-1993,1.4671
28-12-1993,1.4391
27-12-1993,1.4431
24-12-1993,1.4385
23-12-1993,1.435
22-12-1993,1.4361
21-12-1993,1.4501
20-12-1993,1.458
17-12-1993,1.4601
16-12-1993,1.461
15-12-1993,1.4691
14-12-1993,1.4655
13-12-1993,1.467
10-12-1993,1.4545
09-12-1993,1.4665
08-12-1993,1.471
07-12-1993,1.459
06-12-1993,1.4615
03-12-1993,1.4905
02-12-1993,1.497
01-12-1993,1.501
30-11-1993,1.499
29-11-1993,1.491
26-11-1993,1.5
25-11-1993,1.496
24-11-1993,1.4927
23-11-1993,1.4925
22-11-1993,1.495
19-11-1993,1.5005
18-11-1993,1.505
17-11-1993,1.497
16-11-1993,1.5035
15-11-1993,1.495
12-11-1993,1.4895
11-11-1993,1.4965
10-11-1993,1.4895
09-11-1993,1.493
08-11-1993,1.4855
05-11-1993,1.4965
04-11-1993,1.502
03-11-1993,1.4988
02-11-1993,1.5095
01-11-1993,1.5025
29-10-1993,1.4925
28-10-1993,1.479
27-10-1993,1.4815
26-10-1993,1.4785
25-10-1993,1.4855
22-10-1993,1.478
21-10-1993,1.471
20-10-1993,1.4505
19-10-1993,1.448
18-10-1993,1.447
15-10-1993,1.428
14-10-1993,1.423
13-10-1993,1.405
12-10-1993,1.3995
11-10-1993,1.4071
08-10-1993,1.4045
07-10-1993,1.4265
06-10-1993,1.4235
05-10-1993,1.423
04-10-1993,1.418
01-10-1993,1.424
30-09-1993,1.4257
29-09-1993,1.413
28-09-1993,1.412
27-09-1993,1.4225
24-09-1993,1.429
23-09-1993,1.433
22-09-1993,1.423
21-09-1993,1.423
20-09-1993,1.401
17-09-1993,1.393
16-09-1993,1.401
15-09-1993,1.3925
14-09-1993,1.4025
13-09-1993,1.403
10-09-1993,1.3935
09-09-1993,1.4015
08-09-1993,1.4175
07-09-1993,1.4195
06-09-1993,1.422
03-09-1993,1.422
02-09-1993,1.446
01-09-1993,1.4585
31-08-1993,1.4785
30-08-1993,1.473
27-08-1993,1.4685
26-08-1993,1.4723
25-08-1993,1.482
24-08-1993,1.474
23-08-1993,1.4815
20-08-1993,1.4685
19-08-1993,1.4865
18-08-1993,1.4865
17-08-1993,1.5035
16-08-1993,1.496
13-08-1993,1.5245
12-08-1993,1.5245
11-08-1993,1.5335
10-08-1993,1.5275
09-08-1993,1.5031
06-08-1993,1.5025
05-08-1993,1.5073
04-08-1993,1.5045
03-08-1993,1.5015
02-08-1993,1.4955
30-07-1993,1.524
29-07-1993,1.529
28-07-1993,1.5125
27-07-1993,1.521
26-07-1993,1.52
23-07-1993,1.5205
22-07-1993,1.505
21-07-1993,1.5005
20-07-1993,1.497
19-07-1993,1.5015
16-07-1993,1.506
15-07-1993,1.517
14-07-1993,1.511
13-07-1993,1.519
12-07-1993,1.5295
09-07-1993,1.532
08-07-1993,1.512
07-07-1993,1.5125
06-07-1993,1.5125
05-07-1993,1.5135
02-07-1993,1.512
01-07-1993,1.509
30-06-1993,1.514
29-06-1993,1.4985
28-06-1993,1.505
25-06-1993,1.515
24-06-1993,1.517
23-06-1993,1.506
22-06-1993,1.5115
21-06-1993,1.5015
18-06-1993,1.5012
17-06-1993,1.4825
16-06-1993,1.4845
15-06-1993,1.4725
14-06-1993,1.4545
11-06-1993,1.4545
10-06-1993,1.462
09-06-1993,1.472
08-06-1993,1.462
07-06-1993,1.455
04-06-1993,1.463
03-06-1993,1.4275
02-06-1993,1.4245
01-06-1993,1.416
31-05-1993,1.4205
28-05-1993,1.417
27-05-1993,1.43
26-05-1993,1.454
25-05-1993,1.4585
24-05-1993,1.47
21-05-1993,1.468
20-05-1993,1.468
19-05-1993,1.4735
18-05-1993,1.4805
17-05-1993,1.4665
14-05-1993,1.449
13-05-1993,1.462
12-05-1993,1.462
11-05-1993,1.4585
10-05-1993,1.458
07-05-1993,1.4295
06-05-1993,1.4135
05-05-1993,1.417
04-05-1993,1.421
03-05-1993,1.4285
30-04-1993,1.4315
29-04-1993,1.425
28-04-1993,1.4285
27-04-1993,1.4295
26-04-1993,1.4205
23-04-1993,1.4305
22-04-1993,1.4475
21-04-1993,1.4565
20-04-1993,1.46
19-04-1993,1.469
16-04-1993,1.4835
15-04-1993,1.4675
14-04-1993,1.4598
13-04-1993,1.446
12-04-1993,1.4649
09-04-1993,1.477
08-04-1993,1.4785
07-04-1993,1.4915
06-04-1993,1.4895
05-04-1993,1.477
02-04-1993,1.481
01-04-1993,1.474
31-03-1993,1.491
30-03-1993,1.495
29-03-1993,1.505
26-03-1993,1.513
25-03-1993,1.521
24-03-1993,1.5165
23-03-1993,1.5105
22-03-1993,1.5145
19-03-1993,1.5095
18-03-1993,1.5095
17-03-1993,1.5338
16-03-1993,1.5265
15-03-1993,1.523
12-03-1993,1.5205
11-03-1993,1.5235
10-03-1993,1.5345
09-03-1993,1.5407
08-03-1993,1.5396
05-03-1993,1.5455
04-03-1993,1.522
03-03-1993,1.5245
02-03-1993,1.522
01-03-1993,1.5372
26-02-1993,1.528
25-02-1993,1.5187
24-02-1993,1.506
23-02-1993,1.4975
22-02-1993,1.4875
19-02-1993,1.5088
18-02-1993,1.507
17-02-1993,1.499
16-02-1993,1.505
15-02-1993,1.542
12-02-1993,1.5385
11-02-1993,1.536
10-02-1993,1.538
09-02-1993,1.531
08-02-1993,1.536
05-02-1993,1.5315
04-02-1993,1.5335
03-02-1993,1.526
02-02-1993,1.5212
01-02-1993,1.5193
29-01-1993,1.488
28-01-1993,1.4637
27-01-1993,1.464
26-01-1993,1.4525
25-01-1993,1.448
22-01-1993,1.4585
21-01-1993,1.4803
20-01-1993,1.469
19-01-1993,1.47
18-01-1993,1.479
15-01-1993,1.4975
14-01-1993,1.4848
13-01-1993,1.4828
12-01-1993,1.4994
11-01-1993,1.492
08-01-1993,1.5015
07-01-1993,1.4947
06-01-1993,1.4882
05-01-1993,1.4716
04-01-1993,1.48
01-01-1993,1.4675
31-12-1992,1.4675
30-12-1992,1.4658
29-12-1992,1.4645
28-12-1992,1.467
25-12-1992,1.4431
24-12-1992,1.45
23-12-1992,1.4455
22-12-1992,1.4425
21-12-1992,1.4145
18-12-1992,1.41
17-12-1992,1.3993
16-12-1992,1.3994
15-12-1992,1.4106
14-12-1992,1.4093
11-12-1992,1.4075
10-12-1992,1.4078
09-12-1992,1.4104
08-12-1992,1.3955
07-12-1992,1.3936
04-12-1992,1.4285
03-12-1992,1.4141
02-12-1992,1.396
01-12-1992,1.4035
30-11-1992,1.4337
27-11-1992,1.441
26-11-1992,1.4325
25-11-1992,1.4295
24-11-1992,1.4317
23-11-1992,1.433
20-11-1992,1.4465
19-11-1992,1.4192
18-11-1992,1.447
17-11-1992,1.4477
16-11-1992,1.4387
13-11-1992,1.4167
12-11-1992,1.428
11-11-1992,1.433
10-11-1992,1.438
09-11-1992,1.434
06-11-1992,1.436
05-11-1992,1.4208
04-11-1992,1.4089
03-11-1992,1.4
02-11-1992,1.3967
30-10-1992,1.3743
29-10-1992,1.3735
28-10-1992,1.3759
27-10-1992,1.3589
26-10-1992,1.3691
23-10-1992,1.364
22-10-1992,1.3465
21-10-1992,1.3561
20-10-1992,1.358
19-10-1992,1.34
16-10-1992,1.3208
15-10-1992,1.301
14-10-1992,1.3015
13-10-1992,1.3095
12-10-1992,1.3056
09-10-1992,1.3136
08-10-1992,1.3175
07-10-1992,1.2695
06-10-1992,1.2453
05-10-1992,1.2394
02-10-1992,1.232
01-10-1992,1.2431
30-09-1992,1.2368
29-09-1992,1.2292
28-09-1992,1.2682
25-09-1992,1.2945
24-09-1992,1.3054
23-09-1992,1.3091
22-09-1992,1.3013
21-09-1992,1.3015
18-09-1992,1.298
17-09-1992,1.2908
16-09-1992,1.327
15-09-1992,1.3192
14-09-1992,1.3168
11-09-1992,1.2871
10-09-1992,1.2573
09-09-1992,1.254
08-09-1992,1.2348
07-09-1992,1.2498
04-09-1992,1.255
03-09-1992,1.2632
02-09-1992,1.2414
01-09-1992,1.2366
31-08-1992,1.2504
28-08-1992,1.2611
27-08-1992,1.2603
26-08-1992,1.2591
25-08-1992,1.2456
24-08-1992,1.2433
21-08-1992,1.2716
20-08-1992,1.2884
19-08-1992,1.2998
18-08-1992,1.3067
17-08-1992,1.3183
14-08-1992,1.3198
13-08-1992,1.3077
12-08-1992,1.3213
11-08-1992,1.3207
10-08-1992,1.3147
07-08-1992,1.3143
06-08-1992,1.328
05-08-1992,1.3235
04-08-1992,1.3245
03-08-1992,1.3169
31-07-1992,1.3155
30-07-1992,1.3175
29-07-1992,1.3181
28-07-1992,1.3035
27-07-1992,1.3102
24-07-1992,1.3311
23-07-1992,1.316
22-07-1992,1.322
21-07-1992,1.3225
20-07-1992,1.313
17-07-1992,1.307
16-07-1992,1.328
15-07-1992,1.3362
14-07-1992,1.3481
13-07-1992,1.336
10-07-1992,1.356
09-07-1992,1.372
08-07-1992,1.348
07-07-1992,1.3485
06-07-1992,1.3538
03-07-1992,1.3575
02-07-1992,1.358
01-07-1992,1.3665
30-06-1992,1.3747
29-06-1992,1.368
26-06-1992,1.3845
25-06-1992,1.392
24-06-1992,1.4045
23-06-1992,1.417
22-06-1992,1.415
19-06-1992,1.4165
18-06-1992,1.4125
17-06-1992,1.42
16-06-1992,1.407
15-06-1992,1.415
12-06-1992,1.427
11-06-1992,1.4315
10-06-1992,1.452
09-06-1992,1.456
08-06-1992,1.4523
05-06-1992,1.45
04-06-1992,1.4615
03-06-1992,1.4703
02-06-1992,1.461
01-06-1992,1.4617
29-05-1992,1.4562
28-05-1992,1.4768
27-05-1992,1.4865
26-05-1992,1.4792
25-05-1992,1.4865
22-05-1992,1.489
21-05-1992,1.4825
20-05-1992,1.4705
19-05-1992,1.4595
18-05-1992,1.465
15-05-1992,1.4885
14-05-1992,1.476
13-05-1992,1.4945
12-05-1992,1.5045
11-05-1992,1.528
08-05-1992,1.529
07-05-1992,1.5117
06-05-1992,1.502
05-05-1992,1.5083
04-05-1992,1.5045
01-05-1992,1.501
30-04-1992,1.517
29-04-1992,1.522
