Date,AUD
10-09-1999,0.6516
09-09-1999,0.6531
08-09-1999,0.6481
07-09-1999,0.6496
06-09-1999,0.6458
03-09-1999,0.6467
02-09-1999,0.6448
01-09-1999,0.6384
31-08-1999,0.6407
30-08-1999,0.6358
27-08-1999,0.6316
26-08-1999,0.6298
25-08-1999,0.6328
24-08-1999,0.6373
23-08-1999,0.6347
20-08-1999,0.6362
19-08-1999,0.6351
18-08-1999,0.6477
17-08-1999,0.6493
16-08-1999,0.6486
13-08-1999,0.6523
12-08-1999,0.6491
11-08-1999,0.6506
10-08-1999,0.6522
09-08-1999,0.6543
06-08-1999,0.6531
05-08-1999,0.6544
04-08-1999,0.6587
03-08-1999,0.6544
02-08-1999,0.6508
30-07-1999,0.6522
29-07-1999,0.6508
28-07-1999,0.6468
27-07-1999,0.6454
26-07-1999,0.6468
23-07-1999,0.6474
22-07-1999,0.6484
21-07-1999,0.6481
20-07-1999,0.6464
19-07-1999,0.6511
16-07-1999,0.6606
15-07-1999,0.6613
14-07-1999,0.6584
13-07-1999,0.6589
12-07-1999,0.6609
09-07-1999,0.666
08-07-1999,0.6672
07-07-1999,0.6676
06-07-1999,0.6617
05-07-1999,0.6661
02-07-1999,0.6685
01-07-1999,0.6662
30-06-1999,0.6674
29-06-1999,0.6562
28-06-1999,0.6568
25-06-1999,0.6616
24-06-1999,0.6581
23-06-1999,0.6584
22-06-1999,0.6539
21-06-1999,0.6499
18-06-1999,0.6525
17-06-1999,0.6573
16-06-1999,0.6563
15-06-1999,0.6584
14-06-1999,0.6637
11-06-1999,0.6656
10-06-1999,0.6613
09-06-1999,0.6591
08-06-1999,0.658
07-06-1999,0.6587
04-06-1999,0.6585
03-06-1999,0.6492
02-06-1999,0.6445
01-06-1999,0.6441
31-05-1999,0.6489
28-05-1999,0.6525
27-05-1999,0.6486
26-05-1999,0.6483
25-05-1999,0.649
24-05-1999,0.6585
21-05-1999,0.6576
20-05-1999,0.6606
19-05-1999,0.6597
18-05-1999,0.6666
17-05-1999,0.6648
14-05-1999,0.664
13-05-1999,0.668
12-05-1999,0.667
11-05-1999,0.6696
10-05-1999,0.6663
07-05-1999,0.6722
06-05-1999,0.6706
05-05-1999,0.6637
04-05-1999,0.6601
03-05-1999,0.6634
30-04-1999,0.6613
29-04-1999,0.6599
28-04-1999,0.655
27-04-1999,0.6496
26-04-1999,0.6487
23-04-1999,0.6516
22-04-1999,0.6513
21-04-1999,0.6461
20-04-1999,0.6463
19-04-1999,0.6517
16-04-1999,0.6473
15-04-1999,0.6429
14-04-1999,0.6338
13-04-1999,0.6364
12-04-1999,0.6356
09-04-1999,0.6317
08-04-1999,0.6266
07-04-1999,0.6274
06-04-1999,0.6289
05-04-1999,0.6313
02-04-1999,0.6344
01-04-1999,0.6344
31-03-1999,0.6343
30-03-1999,0.6268
29-03-1999,0.6322
26-03-1999,0.6353
25-03-1999,0.638
24-03-1999,0.6372
23-03-1999,0.6392
22-03-1999,0.6377
19-03-1999,0.6305
18-03-1999,0.629
17-03-1999,0.6281
16-03-1999,0.6253
15-03-1999,0.629
12-03-1999,0.6363
11-03-1999,0.637
10-03-1999,0.6376
09-03-1999,0.6349
08-03-1999,0.6317
05-03-1999,0.6283
04-03-1999,0.6265
03-03-1999,0.6215
02-03-1999,0.6218
01-03-1999,0.6205
26-02-1999,0.6188
25-02-1999,0.6251
24-02-1999,0.6334
23-02-1999,0.6406
22-02-1999,0.6411
19-02-1999,0.6408
18-02-1999,0.6363
17-02-1999,0.6358
16-02-1999,0.6353
15-02-1999,0.6453
12-02-1999,0.6468
11-02-1999,0.648
10-02-1999,0.6467
09-02-1999,0.6456
08-02-1999,0.6499
05-02-1999,0.651
04-02-1999,0.648
03-02-1999,0.6419
02-02-1999,0.6377
01-02-1999,0.6359
29-01-1999,0.6303
28-01-1999,0.627
27-01-1999,0.6281
26-01-1999,0.6293
25-01-1999,0.6309
22-01-1999,0.6328
21-01-1999,0.6404
20-01-1999,0.64
19-01-1999,0.6387
18-01-1999,0.6341
15-01-1999,0.6341
14-01-1999,0.6295
13-01-1999,0.6312
12-01-1999,0.6358
11-01-1999,0.6391
08-01-1999,0.6339
07-01-1999,0.6351
06-01-1999,0.6283
05-01-1999,0.6218
04-01-1999,0.6223
01-01-1999,0.6103
31-12-1998,0.6103
30-12-1998,0.6105
29-12-1998,0.6127
28-12-1998,0.608
25-12-1998,0.6095
24-12-1998,0.6093
23-12-1998,0.6103
22-12-1998,0.6136
21-12-1998,0.6168
18-12-1998,0.6197
17-12-1998,0.6205
16-12-1998,0.6231
15-12-1998,0.6235
14-12-1998,0.6194
11-12-1998,0.6209
10-12-1998,0.6208
09-12-1998,0.6177
08-12-1998,0.6156
07-12-1998,0.6199
04-12-1998,0.617
03-12-1998,0.6244
02-12-1998,0.6298
01-12-1998,0.6327
30-11-1998,0.6289
27-11-1998,0.6334
26-11-1998,0.6358
25-11-1998,0.6398
24-11-1998,0.6428
23-11-1998,0.6372
20-11-1998,0.6426
19-11-1998,0.6429
18-11-1998,0.644
17-11-1998,0.6345
16-11-1998,0.6347
13-11-1998,0.6367
12-11-1998,0.638
11-11-1998,0.6323
10-11-1998,0.6279
09-11-1998,0.6358
06-11-1998,0.6356
05-11-1998,0.6318
04-11-1998,0.6315
03-11-1998,0.6258
02-11-1998,0.6238
30-10-1998,0.625
29-10-1998,0.6241
28-10-1998,0.617
27-10-1998,0.6183
26-10-1998,0.6157
23-10-1998,0.6186
22-10-1998,0.6266
21-10-1998,0.6277
20-10-1998,0.631
19-10-1998,0.6303
16-10-1998,0.6352
15-10-1998,0.6406
14-10-1998,0.6358
13-10-1998,0.6243
12-10-1998,0.6271
09-10-1998,0.614
08-10-1998,0.6143
07-10-1998,0.6191
06-10-1998,0.5908
05-10-1998,0.5874
02-10-1998,0.596
01-10-1998,0.5984
30-09-1998,0.5935
29-09-1998,0.5957
28-09-1998,0.5902
25-09-1998,0.586
24-09-1998,0.5835
23-09-1998,0.5795
22-09-1998,0.5808
21-09-1998,0.5834
18-09-1998,0.5871
17-09-1998,0.5933
16-09-1998,0.5916
15-09-1998,0.5941
14-09-1998,0.5964
11-09-1998,0.5983
10-09-1998,0.5967
09-09-1998,0.5874
08-09-1998,0.5905
07-09-1998,0.5902
04-09-1998,0.5869
03-09-1998,0.5855
02-09-1998,0.5841
01-09-1998,0.5796
31-08-1998,0.5678
28-08-1998,0.5665
27-08-1998,0.556
26-08-1998,0.5662
25-08-1998,0.5775
24-08-1998,0.5812
21-08-1998,0.5823
20-08-1998,0.5874
19-08-1998,0.5905
18-08-1998,0.5968
17-08-1998,0.5915
14-08-1998,0.5939
13-08-1998,0.5964
12-08-1998,0.594
11-08-1998,0.5942
10-08-1998,0.5979
07-08-1998,0.6003
06-08-1998,0.6047
05-08-1998,0.6087
04-08-1998,0.6065
03-08-1998,0.6023
31-07-1998,0.6056
30-07-1998,0.6095
29-07-1998,0.614
28-07-1998,0.6143
27-07-1998,0.6093
24-07-1998,0.6152
23-07-1998,0.6218
22-07-1998,0.6225
21-07-1998,0.6263
20-07-1998,0.6302
17-07-1998,0.6292
16-07-1998,0.6303
15-07-1998,0.6234
14-07-1998,0.6234
13-07-1998,0.6171
10-07-1998,0.6149
09-07-1998,0.6125
08-07-1998,0.618
07-07-1998,0.6217
06-07-1998,0.6162
03-07-1998,0.618
02-07-1998,0.6153
01-07-1998,0.6203
30-06-1998,0.6208
29-06-1998,0.6081
26-06-1998,0.6061
25-06-1998,0.6078
24-06-1998,0.6045
23-06-1998,0.6062
22-06-1998,0.6094
19-06-1998,0.6144
18-06-1998,0.6078
17-06-1998,0.6143
16-06-1998,0.595
15-06-1998,0.588
12-06-1998,0.5897
11-06-1998,0.5859
10-06-1998,0.5873
09-06-1998,0.5924
08-06-1998,0.5964
05-06-1998,0.6008
04-06-1998,0.6096
03-06-1998,0.6102
02-06-1998,0.6184
01-06-1998,0.6144
29-05-1998,0.623
28-05-1998,0.6228
27-05-1998,0.6207
26-05-1998,0.6206
25-05-1998,0.627
22-05-1998,0.6275
21-05-1998,0.6326
20-05-1998,0.6266
19-05-1998,0.6227
18-05-1998,0.626
15-05-1998,0.6275
14-05-1998,0.6298
13-05-1998,0.6309
12-05-1998,0.6335
11-05-1998,0.6364
08-05-1998,0.6356
07-05-1998,0.6356
06-05-1998,0.6373
05-05-1998,0.6401
04-05-1998,0.6417
01-05-1998,0.6488
30-04-1998,0.6493
29-04-1998,0.6488
28-04-1998,0.6441
27-04-1998,0.6475
24-04-1998,0.6514
23-04-1998,0.6548
22-04-1998,0.6523
21-04-1998,0.6515
20-04-1998,0.6466
17-04-1998,0.6503
16-04-1998,0.6543
15-04-1998,0.6496
14-04-1998,0.6486
13-04-1998,0.6546
10-04-1998,0.6533
09-04-1998,0.6538
08-04-1998,0.6623
07-04-1998,0.6568
06-04-1998,0.6563
03-04-1998,0.656
02-04-1998,0.6554
01-04-1998,0.6583
31-03-1998,0.6624
30-03-1998,0.6631
27-03-1998,0.6719
26-03-1998,0.6766
25-03-1998,0.6691
24-03-1998,0.6708
23-03-1998,0.6706
20-03-1998,0.6651
19-03-1998,0.6591
18-03-1998,0.6619
17-03-1998,0.6664
16-03-1998,0.6704
13-03-1998,0.6767
12-03-1998,0.6709
11-03-1998,0.6663
10-03-1998,0.6706
09-03-1998,0.6666
06-03-1998,0.6686
05-03-1998,0.6678
04-03-1998,0.6747
03-03-1998,0.6777
02-03-1998,0.682
27-02-1998,0.68
26-02-1998,0.6732
25-02-1998,0.6675
24-02-1998,0.6658
23-02-1998,0.6648
20-02-1998,0.6699
19-02-1998,0.6753
18-02-1998,0.6678
17-02-1998,0.6686
16-02-1998,0.6644
13-02-1998,0.6734
12-02-1998,0.6746
11-02-1998,0.6767
10-02-1998,0.6809
09-02-1998,0.6733
06-02-1998,0.6713
05-02-1998,0.6757
04-02-1998,0.681
03-02-1998,0.6808
02-02-1998,0.6867
30-01-1998,0.6833
29-01-1998,0.6719
28-01-1998,0.6798
27-01-1998,0.6774
26-01-1998,0.6698
23-01-1998,0.6709
22-01-1998,0.6579
21-01-1998,0.6628
20-01-1998,0.6669
19-01-1998,0.6652
16-01-1998,0.6648
15-01-1998,0.6528
14-01-1998,0.649
13-01-1998,0.6522
12-01-1998,0.6421
09-01-1998,0.6445
08-01-1998,0.6339
07-01-1998,0.6407
06-01-1998,0.6343
05-01-1998,0.64
02-01-1998,0.6511
01-01-1998,0.6509
31-12-1997,0.6504
30-12-1997,0.6525
29-12-1997,0.6563
26-12-1997,0.6562
25-12-1997,0.6561
24-12-1997,0.658
23-12-1997,0.656
22-12-1997,0.6533
19-12-1997,0.6533
18-12-1997,0.6525
17-12-1997,0.6601
16-12-1997,0.6501
15-12-1997,0.6532
12-12-1997,0.6635
11-12-1997,0.6646
10-12-1997,0.6701
09-12-1997,0.6675
08-12-1997,0.6725
05-12-1997,0.6705
04-12-1997,0.6731
03-12-1997,0.6774
02-12-1997,0.6778
01-12-1997,0.6772
28-11-1997,0.6813
27-11-1997,0.6765
26-11-1997,0.6856
25-11-1997,0.6853
24-11-1997,0.6931
21-11-1997,0.6944
20-11-1997,0.6933
19-11-1997,0.6897
18-11-1997,0.6979
17-11-1997,0.6977
14-11-1997,0.6962
13-11-1997,0.6985
12-11-1997,0.6895
11-11-1997,0.6973
10-11-1997,0.697
07-11-1997,0.6929
06-11-1997,0.6977
05-11-1997,0.7033
04-11-1997,0.7033
03-11-1997,0.7094
31-10-1997,0.7012
30-10-1997,0.7009
29-10-1997,0.6984
28-10-1997,0.7105
27-10-1997,0.6866
24-10-1997,0.6895
23-10-1997,0.7068
22-10-1997,0.707
21-10-1997,0.7168
20-10-1997,0.7291
17-10-1997,0.7326
16-10-1997,0.7386
15-10-1997,0.7342
14-10-1997,0.7365
13-10-1997,0.7402
10-10-1997,0.7392
09-10-1997,0.7343
08-10-1997,0.7276
07-10-1997,0.7238
06-10-1997,0.7236
03-10-1997,0.7294
02-10-1997,0.7285
01-10-1997,0.7269
30-09-1997,0.7251
29-09-1997,0.7193
26-09-1997,0.7221
25-09-1997,0.7262
24-09-1997,0.7249
23-09-1997,0.7198
22-09-1997,0.7208
19-09-1997,0.7177
18-09-1997,0.7159
17-09-1997,0.7165
16-09-1997,0.7156
15-09-1997,0.7197
12-09-1997,0.7222
11-09-1997,0.7203
10-09-1997,0.7293
09-09-1997,0.7277
08-09-1997,0.7298
05-09-1997,0.731
04-09-1997,0.7323
03-09-1997,0.7285
02-09-1997,0.7265
01-09-1997,0.7303
29-08-1997,0.7323
28-08-1997,0.7374
27-08-1997,0.7418
26-08-1997,0.7478
25-08-1997,0.7468
22-08-1997,0.7479
21-08-1997,0.7509
20-08-1997,0.7468
19-08-1997,0.7424
18-08-1997,0.7382
15-08-1997,0.7422
14-08-1997,0.7414
13-08-1997,0.7457
12-08-1997,0.7408
11-08-1997,0.7385
08-08-1997,0.7349
07-08-1997,0.7305
06-08-1997,0.7348
05-08-1997,0.7378
04-08-1997,0.7407
01-08-1997,0.7392
31-07-1997,0.7478
30-07-1997,0.745
29-07-1997,0.7457
28-07-1997,0.7372
25-07-1997,0.7377
24-07-1997,0.7365
23-07-1997,0.7368
22-07-1997,0.7393
21-07-1997,0.7403
18-07-1997,0.7422
17-07-1997,0.7361
16-07-1997,0.7356
15-07-1997,0.735
14-07-1997,0.7366
11-07-1997,0.7403
10-07-1997,0.7422
09-07-1997,0.7444
08-07-1997,0.7463
07-07-1997,0.7446
04-07-1997,0.7487
03-07-1997,0.7521
02-07-1997,0.7523
01-07-1997,0.7514
30-06-1997,0.754
27-06-1997,0.7449
26-06-1997,0.7502
25-06-1997,0.7504
24-06-1997,0.7498
23-06-1997,0.7534
20-06-1997,0.7513
19-06-1997,0.7475
18-06-1997,0.7485
17-06-1997,0.7517
16-06-1997,0.7487
13-06-1997,0.7507
12-06-1997,0.7513
11-06-1997,0.756
10-06-1997,0.761
09-06-1997,0.7616
06-06-1997,0.762
05-06-1997,0.7615
04-06-1997,0.758
03-06-1997,0.7613
02-06-1997,0.7568
30-05-1997,0.7602
29-05-1997,0.7663
28-05-1997,0.7652
27-05-1997,0.7648
26-05-1997,0.7673
23-05-1997,0.767
22-05-1997,0.7791
21-05-1997,0.7867
20-05-1997,0.774
19-05-1997,0.7742
16-05-1997,0.7768
15-05-1997,0.7769
14-05-1997,0.7756
13-05-1997,0.7761
12-05-1997,0.7788
09-05-1997,0.778
08-05-1997,0.7805
07-05-1997,0.7776
06-05-1997,0.7766
05-05-1997,0.7804
02-05-1997,0.7832
01-05-1997,0.7844
30-04-1997,0.7806
29-04-1997,0.7822
28-04-1997,0.7802
25-04-1997,0.7777
24-04-1997,0.7771
23-04-1997,0.7769
22-04-1997,0.7768
21-04-1997,0.7772
18-04-1997,0.7733
17-04-1997,0.7758
16-04-1997,0.7734
15-04-1997,0.7733
14-04-1997,0.7783
11-04-1997,0.787
10-04-1997,0.7853
09-04-1997,0.7852
08-04-1997,0.7807
07-04-1997,0.7758
04-04-1997,0.7758
03-04-1997,0.7784
02-04-1997,0.7841
01-04-1997,0.7862
31-03-1997,0.7857
28-03-1997,0.7834
27-03-1997,0.785
26-03-1997,0.7852
25-03-1997,0.7828
24-03-1997,0.7895
21-03-1997,0.7868
20-03-1997,0.7859
19-03-1997,0.7873
18-03-1997,0.7885
17-03-1997,0.7924
14-03-1997,0.7983
13-03-1997,0.7931
12-03-1997,0.7948
11-03-1997,0.7933
10-03-1997,0.7884
07-03-1997,0.7865
06-03-1997,0.787
05-03-1997,0.7841
04-03-1997,0.7887
03-03-1997,0.7883
28-02-1997,0.7785
27-02-1997,0.7758
26-02-1997,0.7754
25-02-1997,0.7751
24-02-1997,0.7775
21-02-1997,0.7776
20-02-1997,0.7734
19-02-1997,0.7679
18-02-1997,0.7646
17-02-1997,0.766
14-02-1997,0.7653
13-02-1997,0.7657
12-02-1997,0.7608
11-02-1997,0.7581
10-02-1997,0.7575
07-02-1997,0.7613
06-02-1997,0.7645
05-02-1997,0.7638
04-02-1997,0.7638
03-02-1997,0.7655
31-01-1997,0.7624
30-01-1997,0.7654
29-01-1997,0.7703
28-01-1997,0.7695
27-01-1997,0.7725
24-01-1997,0.7727
23-01-1997,0.7723
22-01-1997,0.7756
21-01-1997,0.7777
20-01-1997,0.7769
17-01-1997,0.7809
16-01-1997,0.7799
15-01-1997,0.7751
14-01-1997,0.7802
13-01-1997,0.7778
10-01-1997,0.7823
09-01-1997,0.7808
08-01-1997,0.78
07-01-1997,0.7904
06-01-1997,0.7894
03-01-1997,0.7905
02-01-1997,0.7911
01-01-1997,0.7946
31-12-1996,0.7942
30-12-1996,0.7961
27-12-1996,0.7951
26-12-1996,0.7956
25-12-1996,0.7943
24-12-1996,0.7963
23-12-1996,0.7989
20-12-1996,0.7956
19-12-1996,0.7944
18-12-1996,0.7909
17-12-1996,0.7963
16-12-1996,0.7919
13-12-1996,0.7918
12-12-1996,0.7925
11-12-1996,0.7914
10-12-1996,0.8021
09-12-1996,0.8028
06-12-1996,0.7973
05-12-1996,0.7983
04-12-1996,0.7999
03-12-1996,0.8048
02-12-1996,0.8163
29-11-1996,0.8161
28-11-1996,0.8108
27-11-1996,0.8108
26-11-1996,0.8113
25-11-1996,0.8093
22-11-1996,0.8144
21-11-1996,0.8115
20-11-1996,0.8027
19-11-1996,0.7948
18-11-1996,0.7932
15-11-1996,0.7904
14-11-1996,0.7909
13-11-1996,0.7888
12-11-1996,0.788
11-11-1996,0.7878
08-11-1996,0.7874
07-11-1996,0.7847
06-11-1996,0.7914
05-11-1996,0.7868
04-11-1996,0.7884
01-11-1996,0.7885
31-10-1996,0.7917
30-10-1996,0.792
29-10-1996,0.7913
28-10-1996,0.7923
25-10-1996,0.7913
24-10-1996,0.7922
23-10-1996,0.7941
22-10-1996,0.7948
21-10-1996,0.7968
18-10-1996,0.7952
17-10-1996,0.7938
16-10-1996,0.7918
15-10-1996,0.7901
14-10-1996,0.7919
11-10-1996,0.7909
10-10-1996,0.7898
09-10-1996,0.7908
08-10-1996,0.7909
07-10-1996,0.7878
04-10-1996,0.7888
03-10-1996,0.7908
02-10-1996,0.7947
01-10-1996,0.7918
30-09-1996,0.7914
27-09-1996,0.7914
26-09-1996,0.7923
25-09-1996,0.7908
24-09-1996,0.787
23-09-1996,0.7923
20-09-1996,0.7918
19-09-1996,0.7906
18-09-1996,0.7885
17-09-1996,0.7907
16-09-1996,0.7888
13-09-1996,0.7931
12-09-1996,0.7974
11-09-1996,0.7985
10-09-1996,0.7998
09-09-1996,0.799
06-09-1996,0.7967
05-09-1996,0.7947
04-09-1996,0.7918
03-09-1996,0.7922
02-09-1996,0.7897
30-08-1996,0.7896
29-08-1996,0.792
28-08-1996,0.7918
27-08-1996,0.7879
26-08-1996,0.7912
23-08-1996,0.7915
22-08-1996,0.7917
21-08-1996,0.7914
20-08-1996,0.7856
19-08-1996,0.7918
16-08-1996,0.783
15-08-1996,0.7835
14-08-1996,0.7814
13-08-1996,0.7792
12-08-1996,0.7781
09-08-1996,0.7796
08-08-1996,0.7803
07-08-1996,0.7777
06-08-1996,0.7758
05-08-1996,0.7732
02-08-1996,0.7736
01-08-1996,0.774
31-07-1996,0.7727
30-07-1996,0.7803
29-07-1996,0.7873
26-07-1996,0.7865
25-07-1996,0.7872
24-07-1996,0.7909
23-07-1996,0.7908
22-07-1996,0.7894
19-07-1996,0.791
18-07-1996,0.791
17-07-1996,0.7866
16-07-1996,0.7899
15-07-1996,0.795
12-07-1996,0.7968
11-07-1996,0.7963
10-07-1996,0.7981
09-07-1996,0.7944
08-07-1996,0.7935
05-07-1996,0.7955
04-07-1996,0.7843
03-07-1996,0.7832
02-07-1996,0.7826
01-07-1996,0.7877
28-06-1996,0.7881
27-06-1996,0.7889
26-06-1996,0.7904
25-06-1996,0.7905
24-06-1996,0.7904
21-06-1996,0.7895
20-06-1996,0.7886
19-06-1996,0.788
18-06-1996,0.7889
17-06-1996,0.7917
14-06-1996,0.7928
13-06-1996,0.7916
12-06-1996,0.7915
11-06-1996,0.7921
10-06-1996,0.7942
07-06-1996,0.7923
06-06-1996,0.7862
05-06-1996,0.792
04-06-1996,0.797
03-06-1996,0.8014
31-05-1996,0.7987
30-05-1996,0.7968
29-05-1996,0.798
28-05-1996,0.7944
27-05-1996,0.7921
24-05-1996,0.7909
23-05-1996,0.794
22-05-1996,0.7947
21-05-1996,0.7944
20-05-1996,0.7946
17-05-1996,0.8008
16-05-1996,0.7988
15-05-1996,0.8004
14-05-1996,0.8026
13-05-1996,0.8021
10-05-1996,0.8016
09-05-1996,0.7991
08-05-1996,0.8022
07-05-1996,0.8008
06-05-1996,0.7968
03-05-1996,0.7955
02-05-1996,0.7963
01-05-1996,0.7902
30-04-1996,0.7875
29-04-1996,0.7879
26-04-1996,0.7901
25-04-1996,0.7891
24-04-1996,0.7845
23-04-1996,0.7904
22-04-1996,0.7875
19-04-1996,0.7858
18-04-1996,0.7828
17-04-1996,0.7873
16-04-1996,0.7865
15-04-1996,0.791
12-04-1996,0.7915
11-04-1996,0.7907
10-04-1996,0.7882
09-04-1996,0.7861
08-04-1996,0.7842
05-04-1996,0.784
04-04-1996,0.7828
03-04-1996,0.7815
02-04-1996,0.7829
01-04-1996,0.7847
29-03-1996,0.7829
28-03-1996,0.7812
27-03-1996,0.7813
26-03-1996,0.7734
25-03-1996,0.7738
22-03-1996,0.7773
21-03-1996,0.7778
20-03-1996,0.7763
19-03-1996,0.7737
18-03-1996,0.7747
15-03-1996,0.7732
14-03-1996,0.7741
13-03-1996,0.7749
12-03-1996,0.7703
11-03-1996,0.7683
08-03-1996,0.7685
07-03-1996,0.763
06-03-1996,0.7644
05-03-1996,0.7599
04-03-1996,0.7595
01-03-1996,0.7614
29-02-1996,0.7647
28-02-1996,0.7629
27-02-1996,0.7593
26-02-1996,0.7582
23-02-1996,0.7572
22-02-1996,0.7553
21-02-1996,0.7533
20-02-1996,0.7543
19-02-1996,0.7534
16-02-1996,0.7556
15-02-1996,0.7555
14-02-1996,0.7549
13-02-1996,0.7544
12-02-1996,0.7556
09-02-1996,0.7548
08-02-1996,0.7602
07-02-1996,0.7518
06-02-1996,0.7537
05-02-1996,0.7558
02-02-1996,0.7578
01-02-1996,0.7483
31-01-1996,0.7464
30-01-1996,0.7448
29-01-1996,0.7412
26-01-1996,0.737
25-01-1996,0.7389
24-01-1996,0.7379
23-01-1996,0.7358
22-01-1996,0.7339
19-01-1996,0.737
18-01-1996,0.739
17-01-1996,0.7415
16-01-1996,0.7445
15-01-1996,0.742
12-01-1996,0.7435
11-01-1996,0.7442
10-01-1996,0.7465
09-01-1996,0.7431
08-01-1996,0.7479
05-01-1996,0.748
04-01-1996,0.7395
03-01-1996,0.7468
02-01-1996,0.7446
01-01-1996,0.7432
29-12-1995,0.7428
28-12-1995,0.7444
27-12-1995,0.7479
26-12-1995,0.7415
25-12-1995,0.741
22-12-1995,0.7403
21-12-1995,0.7409
20-12-1995,0.7416
19-12-1995,0.7414
18-12-1995,0.7402
15-12-1995,0.7428
14-12-1995,0.7397
13-12-1995,0.7445
12-12-1995,0.741
11-12-1995,0.7365
08-12-1995,0.737
07-12-1995,0.7387
06-12-1995,0.7398
05-12-1995,0.7396
04-12-1995,0.7387
01-12-1995,0.739
30-11-1995,0.7438
29-11-1995,0.7486
28-11-1995,0.7492
27-11-1995,0.7445
24-11-1995,0.7395
23-11-1995,0.7407
22-11-1995,0.7406
21-11-1995,0.7416
20-11-1995,0.746
17-11-1995,0.7412
16-11-1995,0.7419
15-11-1995,0.7344
14-11-1995,0.7398
13-11-1995,0.7377
10-11-1995,0.7375
09-11-1995,0.7367
08-11-1995,0.7494
07-11-1995,0.7493
06-11-1995,0.7541
03-11-1995,0.7582
02-11-1995,0.7576
01-11-1995,0.7607
31-10-1995,0.7596
30-10-1995,0.7603
27-10-1995,0.7546
26-10-1995,0.7555
25-10-1995,0.7493
24-10-1995,0.7477
23-10-1995,0.747
20-10-1995,0.7505
19-10-1995,0.7514
18-10-1995,0.7547
17-10-1995,0.7541
16-10-1995,0.7594
13-10-1995,0.7589
12-10-1995,0.7598
11-10-1995,0.7621
10-10-1995,0.7611
09-10-1995,0.7643
06-10-1995,0.762
05-10-1995,0.7578
04-10-1995,0.7636
03-10-1995,0.7705
02-10-1995,0.7621
29-09-1995,0.7557
28-09-1995,0.7518
27-09-1995,0.7493
26-09-1995,0.7483
25-09-1995,0.751
22-09-1995,0.746
21-09-1995,0.7476
20-09-1995,0.7556
19-09-1995,0.7607
18-09-1995,0.7558
15-09-1995,0.7612
14-09-1995,0.7615
13-09-1995,0.7635
12-09-1995,0.7596
11-09-1995,0.7529
08-09-1995,0.7524
07-09-1995,0.7511
06-09-1995,0.7523
05-09-1995,0.7521
04-09-1995,0.7486
01-09-1995,0.752
31-08-1995,0.751
30-08-1995,0.7545
29-08-1995,0.7545
28-08-1995,0.7438
25-08-1995,0.7439
24-08-1995,0.7402
23-08-1995,0.7408
22-08-1995,0.7413
21-08-1995,0.7375
18-08-1995,0.7361
17-08-1995,0.7322
16-08-1995,0.7312
15-08-1995,0.7373
14-08-1995,0.7426
11-08-1995,0.743
10-08-1995,0.7404
09-08-1995,0.741
08-08-1995,0.7438
07-08-1995,0.7413
04-08-1995,0.743
03-08-1995,0.7368
02-08-1995,0.7421
01-08-1995,0.7409
31-07-1995,0.7386
28-07-1995,0.7363
27-07-1995,0.7352
26-07-1995,0.7368
25-07-1995,0.7392
24-07-1995,0.7393
21-07-1995,0.7353
20-07-1995,0.7348
19-07-1995,0.7319
18-07-1995,0.7333
17-07-1995,0.7349
14-07-1995,0.7313
13-07-1995,0.7333
12-07-1995,0.7235
11-07-1995,0.7196
10-07-1995,0.7147
07-07-1995,0.7161
06-07-1995,0.7134
05-07-1995,0.7117
04-07-1995,0.7106
03-07-1995,0.7089
30-06-1995,0.7103
29-06-1995,0.7145
28-06-1995,0.7171
27-06-1995,0.7135
26-06-1995,0.7196
23-06-1995,0.721
22-06-1995,0.7208
21-06-1995,0.7256
20-06-1995,0.7244
19-06-1995,0.7262
16-06-1995,0.7278
15-06-1995,0.7276
14-06-1995,0.7212
13-06-1995,0.7206
12-06-1995,0.72
09-06-1995,0.72
08-06-1995,0.7213
07-06-1995,0.7204
06-06-1995,0.7168
05-06-1995,0.7152
02-06-1995,0.7156
01-06-1995,0.7156
31-05-1995,0.7178
30-05-1995,0.7216
29-05-1995,0.7184
26-05-1995,0.7205
25-05-1995,0.7213
24-05-1995,0.7167
23-05-1995,0.7197
22-05-1995,0.7164
19-05-1995,0.7162
18-05-1995,0.7173
17-05-1995,0.7332
16-05-1995,0.7288
15-05-1995,0.7338
12-05-1995,0.7405
11-05-1995,0.734
10-05-1995,0.7277
09-05-1995,0.7279
08-05-1995,0.7378
05-05-1995,0.7442
04-05-1995,0.7408
03-05-1995,0.7333
02-05-1995,0.7288
01-05-1995,0.7293
28-04-1995,0.7282
27-04-1995,0.7293
26-04-1995,0.7267
25-04-1995,0.7273
24-04-1995,0.7288
21-04-1995,0.7283
20-04-1995,0.737
19-04-1995,0.7338
18-04-1995,0.7426
17-04-1995,0.7434
14-04-1995,0.7402
13-04-1995,0.74
12-04-1995,0.7428
11-04-1995,0.7415
10-04-1995,0.7388
07-04-1995,0.7426
06-04-1995,0.7398
05-04-1995,0.7408
04-04-1995,0.734
03-04-1995,0.7333
31-03-1995,0.7345
30-03-1995,0.7302
29-03-1995,0.723
28-03-1995,0.7284
27-03-1995,0.7262
24-03-1995,0.7299
23-03-1995,0.7265
22-03-1995,0.7257
21-03-1995,0.7276
20-03-1995,0.7243
17-03-1995,0.7353
16-03-1995,0.7458
15-03-1995,0.7464
14-03-1995,0.7451
13-03-1995,0.7463
