,Interest Rate,Equity,Credit,Commodities,Emerging Market,Foreign Currency,Local Inflation,Equity Short Volatility,Regime,Tran. Prob. to state0,Tran. Prob. to state1,Tran. Prob. to state2,Tran. Prob. to state3
2000-02-08,0.0042261867420494,0.012055366688604,0.0023045076413672,-0.0162864942470637,0.0007844271935084,0.0022210653418739,0.0001966439440002,0.0063545391233921,3,0.0331677710144192,0.0574171102333936,0.0001721263162053,0.9092429924359832
2000-02-09,-7.083703467802849e-05,-0.0069522427151884,-0.0015594652904677,0.0130018586822426,-0.0007772408250532,0.0005543393237167,-0.0018915688709446,-0.0094579731690194,1,0.267668976227824,0.4453805597298779,0.0005041730009868,0.2864462910413108
2000-02-10,-0.0028023225324966,-0.0008387251869583,-0.0016045051205717,0.0132827738984167,0.0019650545770271,-0.0029478758204773,-6.019530642564774e-05,0.0020700258058825,3,0.028846626914448,0.0126949651611939,4.46384249405989e-05,0.9584137694994158
2000-02-11,1.6686718540270817e-05,-0.0102713293260112,6.033132359073434e-05,-0.002067695939437,0.0016045813908497,-0.0013529668767199,0.0003930281777018,-0.0131067311416499,1,0.0545891850339031,0.9348790043372608,0.0003907074572923,0.010141103171541
2000-02-14,0.0015853979057673,-0.0044605678485858,0.0024736729965766,0.0100962746933239,0.0046615254192115,-0.0006876290016342,0.0005241011443741,0.0039533491551626,3,0.114070542253235,0.1102665521863536,0.0004332331202293,0.7752296724401802
2000-02-15,0.0007199350703999,-0.0044805536956307,-0.0004913818269862,-0.0016113939266206,0.0014712289114208,0.0016798861080605,0.0010737769515767,0.0088463832201499,1,0.3146865838051226,0.6389447821807224,0.0012901272238273,0.0450785067903265
2000-02-16,-0.0016833554154622,-0.0023549932129363,-2.0042103886730445e-05,0.0027546323181502,-0.0015700840058252,0.0014136187111297,-0.0005317352266018,-0.0102658298743758,1,0.1612160090717512,0.7912612552135979,0.0010996052845831,0.0464231304300684
2000-02-17,-0.0005428386303645,0.0050396404826447,-1.0724283101559706e-06,-0.0110690985237269,-0.0007720060171459,0.0017561809062938,-0.0002495759953635,-0.0009310759499472,3,0.0041845403898391,0.0223358781363637,1.938532079104152e-05,0.9734601961530028
2000-02-18,0.0012539449449997,-0.0169604950447848,0.0007821027735168,-0.0043873249629564,-0.0003274631053217,-0.0005764005385681,0.0018830331945771,-0.012580643986479,1,0.0362001906873898,0.9384755348592704,0.0003784138609382,0.0249458605924041
2000-02-22,0.0132753474214011,-0.0034766448180203,0.0030671765332064,0.0038484498599746,0.0047486800633458,0.0001660562079387,0.0015772329378886,0.0034693002037089,0,0.4558288494655461,0.3921067069680151,0.1420790583549745,0.0099853852114658
2000-02-23,-0.003806404488114,0.0085149059972247,-0.0017272075809871,0.0041194019631829,4.777027979158133e-05,-0.0005526727717345,-0.0010309162215085,0.0061653996872763,3,0.025345892307634,0.0100097601923777,3.131736666442451e-05,0.964613030133326
2000-02-24,0.0003781814797454,-0.0027787229587126,0.0025540159227226,0.0100282296709215,-0.0019497533205029,-0.0018540148144071,0.0012514941456389,-0.0048963326107571,3,0.0367793274900802,0.0323047565298953,9.458257610289694e-05,0.9308213334039244
2000-02-25,-0.0063959482376203,-0.0047105578611956,0.0030564728763444,0.0049505618106611,-0.001011641487597,-0.0019222903756079,-0.0003631171101643,-0.0067262419036335,1,0.1698396976897487,0.4928047427322212,0.0054266241192053,0.3319289354588257
2000-02-28,-0.0033202505716758,-0.0021145601510585,-0.0022058589021893,-0.0018514309337316,0.002130931232061,-0.0013088713130271,-0.0004749746141357,0.0074507006494046,3,0.1722292739024289,0.2776922027340782,0.0003872398672891,0.5496912834962069
2000-02-29,-0.0025783400945069,0.0072887750380097,4.326366638229828e-05,0.0082680059467774,0.0026858952964298,0.0004715836815227,0.000355117026598,0.0091422092939268,3,0.1402342686516139,0.0399972770165883,0.0001269004040106,0.8196415539277845
2000-03-01,0.0057600317639554,0.014206832893211,0.0001378426732343,0.0296744551172682,-0.0001232130260708,-0.0059344809903699,0.0006926147845582,0.0060000667814206,0,0.8108482943021236,0.0037392142840448,0.1788578715913373,0.0065546198224929
2000-03-02,-0.0011105881394097,0.008857131427983,0.0004352364120259,-0.0015476102275355,0.006498059909511,7.538436469400641e-05,0.0019943729051954,0.0024773128172173,3,0.0368275364043603,0.0228874442270667,0.000198319886877,0.9400866994816952
2000-03-03,0.0005262468085938,0.0090487472776139,0.0022971739184287,-0.0010488424178607,-0.0009312038673243,0.001138339565745,0.0008020662234153,0.0079730467707408,3,0.0292042649140796,0.0188438840451057,3.3197290372780746e-05,0.9519186537504408
2000-03-06,-0.0006640286260779,-0.0056120069862082,0.0009162791016157,0.0119795274527785,0.0012004143014785,-0.0023109099741214,0.0004749616161987,-0.0034713328764253,3,0.0124407592846598,0.0142138021623614,1.6214503803970118e-05,0.9733292240491752
2000-03-07,0.000853466672213,-0.0135133097096566,0.0009698842068486,0.025459319417334,0.0022633651581798,-0.000656331253181,0.0017061905040867,-0.0128812429432807,0,0.5913401876602524,0.4034380785596345,0.0011703972681766,0.0040513365119349
2000-03-08,-0.0003204988984464,-0.0010987670498678,-6.848630060640737e-05,-0.0562826656342636,0.002684339828968,0.0029699446808481,0.0001895977643977,0.0059022162317479,1,0.0008464685561069,0.970006644576972,0.0283952420083688,0.0007516448585518
2000-03-09,0.0064231002892656,0.014882895989345,0.0004574434824091,0.0056234094592486,0.0017005387805507,0.0012359426646797,0.000692178010329,0.0107551324944026,0,0.6443496476685581,0.0597554668406185,0.0014001159276978,0.2944947695631267
2000-03-10,-0.0035953374079245,-0.0014452174857622,0.0003081136570273,-0.0100584942439896,-0.0011453281003772,-0.0005410693274025,-0.0004258989961911,0.0003367462328265,3,0.0013222838541359,0.0143247854956492,7.501276028305379e-06,0.9843454293741842
2000-03-13,0.0032513004637415,-0.0156694469592242,0.0003979728528493,0.000156791782218,0.0004777512751807,-0.0001420183431079,0.001175293361026,-0.0016366878382783,3,0.0941220509400214,0.4123600122344202,0.0005664887086072,0.4929514481169512
2000-03-14,-0.0010692046495677,-0.0080203241631799,-0.0013021835606275,-0.0039757974905194,0.0019424234458655,-0.0012643732470371,0.0015817129931017,-0.0080295815236057,3,0.027667436366852,0.3423388982297088,0.0001446952045515,0.6298489701988881
2000-03-15,0.0023022812560746,0.0036340158867806,-0.0009650776967426,-0.0131872173223426,-0.000222695482906,0.0005287889103149,0.0005767565478009,0.0115403538917835,1,0.2524024737650687,0.7205022102574997,0.001029715647271,0.0260656003301624
2000-03-16,0.0029938056279368,0.0307548907873034,0.0011604763864219,0.0039228726239963,0.0037115109601684,-0.0004053201189353,0.000797553253327,0.0043911194442838,0,0.9529391776590136,0.0009355174292127,0.0460952220544648,3.008285730937277e-05
2000-03-17,-0.0006587152470274,0.0048768979734061,0.0008012034346298,-0.0015876140471764,0.000595025929732,0.0003830276963776,0.0008319423187375,-0.0016902939713556,3,0.0055567565701766,0.0092231894516439,9.722877753373934e-06,0.9852103311004272
2000-03-20,3.0100663204635225e-05,0.0015413804332276,0.000219990358546,-0.0315946612432709,0.0002086835587868,-0.0008253534835535,0.0009640432393815,-0.0014533841647992,3,0.0031261242534251,0.2351019384386103,0.0002571020427334,0.7615148352652322
2000-03-21,0.0011281213137026,0.0135035810346737,0.0009226533731203,0.0057517344608148,0.0017696463801285,0.0014028809010874,0.0015822823573232,0.0093540396652711,3,0.111931846921979,0.0163865265020668,9.54102240649964e-05,0.8715862163518863
2000-03-22,-0.0039884358729525,-2.922224982349064e-05,0.0004898011710647,-0.0038778976707511,0.0023486360648968,-0.000342406896295,0.0036070165728716,0.0010286845615334,3,0.004134079559059,0.0159847244022008,2.201033681482008e-05,0.9798591857019242
2000-03-23,0.0042749639809711,0.0106387074396829,0.0008198924171745,-0.0020404949631851,-0.0003981542482939,0.0008986649734718,0.0029464027725172,0.0034265806441746,3,0.009955674419059,0.0053334188269617,1.7124978059130743e-05,0.984693781775919
2000-03-24,-0.0032199390089431,0.0080918472427296,-0.0012766032945801,0.0112145410181776,-0.0019587797081764,-0.0004425136144456,0.000350565936233,-0.0001418831043258,3,0.0406752259980757,0.0123031488899175,0.0001040381453422,0.946917586966664
2000-03-27,0.0003264644704454,0.0010606126748484,-0.0024385318421162,-0.0008487905961205,-0.001563018855428,0.0001821202437384,0.000323763918451,-0.0001892087924657,3,0.0065637729519952,0.0124848183680047,1.2829036108202286e-05,0.9809385796438944
2000-03-28,0.0007509817850257,-0.0023520648769013,0.0003905389826961,-0.008291025336506,-0.0017525494270469,-4.995245718703816e-05,0.0017983602810245,-0.0012307305465002,3,0.001690781400097,0.0127181427517516,5.475410902078685e-06,0.9855856004372516
2000-03-29,-0.0045498333916675,-0.0015519474303333,-0.0001229245798501,-0.0170240732735162,0.0002657412511094,-0.0008447851907449,0.0008695868768295,0.0011518829824543,3,0.001578558468593,0.0388461638770308,2.5569452021884467e-05,0.9595497082023569
2000-03-30,0.004478290782365,-0.017086003129985,-0.0036579724350125,0.0053689946784913,-0.0039672000579971,0.0004956942684955,0.0040177742285694,-0.0044729367520748,0,0.5015801299724454,0.4705607915595686,0.0071605673901387,0.0206985110778477
2000-03-31,0.0058907401779215,0.0078975770755791,-0.0002515180832092,0.009040093494999,-0.0001694163438477,-0.0057418787830911,0.0012536297307708,0.0042679039855437,0,0.5791614960497256,0.071693703311561,0.0304078277034566,0.3187369729352583
2000-04-03,-0.0018167393667738,-0.003780722839906,0.0026785169375431,-0.0107145044985506,-0.0010550518951645,0.0028254746349598,0.0031140227870656,0.0024733575423541,3,0.0135117427089548,0.133187807386363,0.0003035787089997,0.8529968711956801
2000-04-04,0.0014324972211667,-0.0047314554227622,-0.0005197654781368,-0.0254430038708193,-0.0005835187601298,-0.0013680901469184,0.0012270867725758,-0.0027099860603492,3,0.0026387017835665,0.1478884410543899,8.758562283713316e-05,0.8493852715392071
2000-04-05,0.0051699632312596,-0.0069625275757818,-0.0011529689510172,0.0084469546481802,-0.0037592885671829,-0.0007156903385295,0.0001414225263838,-0.0030812769794321,3,0.0550984138368641,0.0671283192705338,0.0001569871914819,0.8776162797011191
2000-04-06,-0.0039269753441484,0.0072259743391063,-0.0002649138053112,-0.005709328925783,0.0021349264860587,-0.0021818326074138,-0.0008866366693212,0.0041850646596968,3,0.0102677479284292,0.0155326986656724,3.247318819411863e-05,0.974167080217706
2000-04-07,0.0008608116742054,0.0088001034136588,0.0019371570933972,-0.0101562678371784,0.0029309648912032,0.0001638127211632,0.0009200129819797,0.0044971457640849,3,0.0062721405510775,0.0108282400026319,1.5051940032170764e-05,0.982884567506258
2000-04-10,-0.0002191048710544,-0.0015678535236549,0.0015655169813342,-0.0253576827361463,0.0019701522160986,0.0015817026024603,0.0012008059481853,-0.0008318619275069,3,0.0012576310945191,0.0769802110423494,5.070318755697777e-05,0.921711454675572
2000-04-11,-0.0007352163084597,-0.0085208721213314,-0.0014378322160419,0.0014867182623818,-0.000909437290252,0.0008850046261174,0.0005192003379175,-0.0002669702815119,3,0.0118256910534773,0.0344850813870435,2.0904304331122265e-05,0.95366832325515
2000-04-12,-0.0025566619005674,-0.0113468451908769,-0.0008316665953862,0.0304909307535625,-0.0014799822073184,0.0003004101990041,-0.0021153236256523,-0.0065552306087512,0,0.54788999951782,0.1239208245688858,0.0010018450333418,0.3271873308799535
2000-04-13,-0.0003638288525467,-0.0134879103735849,0.0001736051008236,0.0005315188275272,0.0042707889444025,-0.0012038935302037,-0.0005211791774621,-0.0074900773862198,3,0.02714237570329,0.2254346366709082,0.0001200031598712,0.7473029844659336
2000-04-14,0.0018384175301724,-0.0394322358530994,-0.0009263761501487,-0.0106545337491814,-0.0025076701355318,-0.0016612023414301,0.0032711045723718,-0.0524668149030214,2,4.983463094986567e-07,0.1036267080396357,0.8963727936140564,2.9464742349131104e-61
2000-04-17,-0.0004995614310443,-0.0001250117200113,-0.0010825014250492,0.0077146058226125,0.0021636835106846,-0.0019132483759829,0.001661729140622,0.0371383229396657,2,0.0012879806327664,0.0007734181595179,0.9979386012077144,1.0321257947291616e-44
2000-04-18,-0.0028823802343422,0.0203877191125494,-0.0004111945380227,0.0061436095170082,-0.0006851471597543,0.0011882884747468,0.0006427631866401,0.0234981480369604,0,0.9446730302848528,0.0524922907568679,0.0028346713786781,7.579599594187316e-09
2000-04-19,-0.0018695895429106,-0.0031285490045842,0.0022817493121152,0.0201340766884818,-0.000787369382871,0.0004119539107155,0.0003566209157499,-0.0019451413197177,3,0.034357925910077,0.0090612621349015,3.443617322987672e-05,0.9565463757817886
2000-04-20,-0.0017646701875442,0.0044751032538323,0.0001625187822471,0.0003956283123658,0.0001456355551947,0.0004879921896924,0.0002298132449833,0.0023558254304347,3,0.0023733962908928,0.0030631500164823,2.4674049070734598e-06,0.994560986287716
2000-04-24,-5.845174527241426e-05,-0.0004588489091084,4.7194137906103606e-05,0.0035975304705191,0.000418839114462,0.0004760393025684,0.0012460135949261,-9.475828747262938e-05,3,0.0021706989407918,0.003447642063668,1.8762678475963045e-06,0.9943797827276928
2000-04-25,-0.0069318481421616,0.0150017997172193,-0.0014526897072069,-0.0105338665634588,-0.0013102815798021,0.0007192364442475,-0.0006380933185718,0.0120722653582951,0,0.4692289163833926,0.4117327857721801,0.0048361809583869,0.1142021168860403
2000-04-26,-0.0017840056669662,-0.003230337767631,0.0006137814519961,-0.0129075212935418,0.0018664826354619,-0.0013665667760513,0.0001370803716591,-0.0037677193614751,3,0.0018671833340805,0.0353154730561713,1.2766214449671352e-05,0.962804577395302
2000-04-27,-0.0065570720582588,-0.0068878945720705,-0.0009769367185483,0.0089506841748647,-0.0002572537429971,-0.0004092847247294,0.0014822359084556,0.0015025358113831,3,0.0369525887185623,0.0504092692306045,0.0001325045554811,0.912505637495352
2000-04-28,-0.0020728027622469,0.0007609076473107,-0.0005719906326537,0.0056708319579561,0.0004723385995413,-0.0009726323271574,0.00125891548657,-0.0014085611531466,3,0.0050618478565841,0.0064851923508192,6.679217478108006e-06,0.988446280575118
2000-05-01,-0.0023948645060674,0.0065200152127395,0.0003829034057538,0.0109993535508099,0.0004311748910233,0.0006988868655447,0.0009146595489211,0.004983645556404,3,0.0111958731510691,0.0030160108823519,7.433117908355415e-06,0.9857806828486692
2000-05-02,-0.0018079876378402,-0.000907221545229,-0.0005662916084165,0.0229593299296579,0.0004615901662723,-8.419067680000083e-06,0.0004861434010026,-0.0058140607333481,3,0.2169187645296224,0.0574253023876372,0.0002456915284548,0.7254102415542847
2000-05-03,-0.0091461691871304,-0.0218693244188292,-0.0008718992979304,-0.0077362537502905,-0.0005169448943548,0.0011826983084501,-0.0003974198201301,-0.011270699938934,1,0.0154601402400998,0.9703679289911488,0.0125793947654101,0.0015925360033423
2000-05-04,-0.0024529128700709,-0.0017951659158743,-0.0031091136766654,0.0062729596022705,-0.00301838461701,-0.0034732638021102,-0.0014135545149001,0.0001585112625575,3,0.0260203025241859,0.0329572433728227,0.0001968839828808,0.9408255701201098
2000-05-05,-0.0024599214223419,0.0084831232870774,-0.0017675337211158,-0.0015117153646393,-0.0043202404212245,0.0015199538955933,-0.0058240896187333,0.0107829654051565,0,0.421914500901938,0.2956598030125787,0.0009322940121517,0.2814934020733307
2000-05-08,7.522410926430467e-05,-0.0066570344774357,0.0003027780799156,0.0145987994211527,-0.0017484558740179,-0.0033581775415033,-0.0005459708930706,-0.000203859212398,3,0.0293986221856677,0.0240167402002018,0.0001098656414984,0.9464747719726344
2000-05-09,0.0041091781567272,-0.0090391532879277,8.359385076084358e-05,0.0114488598268547,0.0001034603324082,0.0016182253718269,-0.0017433170333376,-0.0039127307788726,3,0.0766241464386968,0.0730859778072186,0.0001659237474503,0.8501239520066326
2000-05-10,0.0043021111619614,-0.0140776583305957,-0.0013950017601618,0.0004312648488404,-0.0024105561623822,-0.0031913597115099,8.078438126180032e-05,-0.0124046107216395,1,0.0960538620932371,0.8937387923644403,0.001859677024116,0.0083476685182072
2000-05-11,-0.0033763449927883,0.0073777804147958,-0.0011665586624953,0.0175176721510581,6.568986668045729e-05,-0.0020639370455392,-0.0015984600543745,0.0131600641870122,0,0.8957821350057479,0.0886828894355234,0.0017134548685792,0.0138215206901479
2000-05-12,-0.0007462833855402,0.0120835128827554,-0.0011468915289982,0.0074043481443233,-0.0037513003743666,0.001188613508035,-0.0030166971616401,0.0071484863118183,3,0.0474136431639314,0.0085443535371206,4.252919920750348e-05,0.9439994740997436
2000-05-15,0.004152173816915,0.0056017353978088,0.0011879729469419,0.0038866863936473,0.0019293676224266,-0.0030722745077319,0.001494072249887,0.010040338615239,0,0.5752632861489113,0.269139367168576,0.0028140652974826,0.1527832813850284
2000-05-16,-0.0033704132991765,0.0130616604792379,0.0005377030178566,0.0027593959644631,0.0013135090906608,-0.00015924714837,0.0016624493224206,0.0035813560971202,3,0.0529002026855729,0.0128626052740761,0.0001501954873465,0.9340869965530012
2000-05-17,-0.0074505372057132,-0.0175157352724735,-0.003588228994696,0.0014026976558296,0.0034272479412132,-0.0019261018788755,-0.001104177730812,-0.0001849283407953,1,0.2386731770609944,0.6148131731605068,0.0051591035302919,0.1413545462482069
2000-05-18,-9.401027265010242e-05,-0.0042560526507484,-0.0028109110493315,0.0140235481491499,0.0003057499005597,-0.0011748689509107,-0.0029021838747471,0.0013861296864288,3,0.0502158934754116,0.0201343613654026,6.504495610491832e-05,0.9295847002030796
2000-05-19,0.0031381972995143,-0.0192368025354952,-0.0015561096244258,-0.0035468817263764,-0.0036665496854428,-0.0014632599468042,0.0003901512459298,-0.0050300209431508,1,0.1310550737465704,0.7628448113688017,0.0027356142578944,0.1033645006267348
2000-05-22,0.0072632266856365,-0.0100795086399099,0.0007320392906711,-0.0181366862234639,-0.0008505295469016,0.0007291747443567,0.0021933100521085,-0.0010678883910824,1,0.0311810429103248,0.5603536521145709,0.0010276809049002,0.4074376240702047
2000-05-23,0.0014028816817566,-0.0059484749604816,-0.0013320740187687,0.0018339236566884,0.0015051268023744,-0.0006055023200515,0.0014466421336294,-0.0083657772929921,3,0.0726666675621508,0.3523903060658159,0.0002002728815114,0.5747427534905245
2000-05-24,-0.0006544654915936,0.0037018599838321,-0.0002878335384919,0.0237222989914842,0.0035968846504095,0.0010366112767703,0.0016429713531307,0.0110256412287617,0,0.9131011934279292,0.0629552922268232,0.0019088843727063,0.0220346299725416
2000-05-25,0.0024230570700884,0.0008350462972384,0.0004334270822563,0.011249372438681,-0.0002042088202785,-0.0011438689236725,0.0017095123283104,-0.0045663240009385,3,0.0310688654861731,0.0191678566657881,3.23985428564678e-05,0.9497308793051804
2000-05-26,0.0107136451769784,0.0008022720774327,0.0002246872357367,-0.0056885672333359,0.0011460853693994,0.0038566874428258,0.0003671330933734,-0.0005741998217896,3,0.1513484438094011,0.3253789090618366,0.0060134242897886,0.517259222838972
2000-05-30,0.0022717957546163,0.0274007081332987,-0.0030132914249283,0.0001642222870898,0.0040997157063984,0.0005983128605865,0.0013823299490924,0.0160764768839962,0,0.9564503053293236,0.0054757375535722,0.038063842381207,1.0114735895692704e-05
2000-05-31,-0.0012782347121857,-0.0019369558369293,0.001868231458481,-0.0202050549524086,-0.0043283165073457,0.0019412104069562,0.0021803512316544,-0.0006417896983839,3,0.0074297646472657,0.2212398980837415,0.0005989983709582,0.7707313388980366
2000-06-01,0.0034221308735329,0.0158841833177802,0.0038418710195256,0.0133179923806805,0.00452167665637,-7.121810501384471e-05,0.0026789415858052,0.0066576012023027,3,0.4812976671365664,0.0095901968866327,0.0009890654925129,0.5081230704842876
2000-06-02,0.0089449813954427,0.0251054123920848,0.0032624863811521,0.0046396202166896,0.0015328742547026,0.0035987235320537,0.0030268466475211,0.0033046856518739,0,0.9520263625398706,0.0074322260757944,0.0230575432818882,0.0174838681024456
2000-06-05,0.0025201831580936,-0.0007206341892453,0.0019596361080378,-0.0047306959851605,-0.0005261492015837,0.0011442238280453,-0.0002204886001573,0.0002118547894669,3,0.0027078721617942,0.0082629730768982,5.3237750608715405e-06,0.9890238309862434
2000-06-06,0.0075600119486427,0.0007206341892453,-0.0002993551354451,-0.0001167305885871,-0.0014917948821382,8.088514640206784e-06,0.0003029423187141,-0.000105921784427,3,0.0226660448113729,0.0256512989015558,6.728813487036707e-05,0.951615368152199
2000-06-07,-0.0005743763854804,0.0012298833161281,0.0005979702692506,-0.0086368456762508,0.0025762716652767,-0.0002111550643782,0.0003549073351649,0.0014063317479751,3,0.0013302042627524,0.0065558318111913,2.854691569272141e-06,0.992111109234488
2000-06-08,-0.0040486586393972,-0.0045671783965453,-0.0008338394876077,0.000678616344313,-0.0003610488617275,-0.0026111148044038,0.0001318650051276,-0.0001964651394041,3,0.0038338140963216,0.0155103129101492,1.4078386534689123e-05,0.9806417946069969
2000-06-09,-0.0009389132335844,-0.003288037833566,0.0010082687321075,0.0060271034673666,0.0017250750374574,0.0007148963307179,0.0007778231490602,0.0006043848302068,3,0.0036064252449726,0.0056393117214757,3.796381867217247e-06,0.9907504666516864
2000-06-12,0.0030326887783207,-0.0020567426039281,0.0004966764862328,0.0157521297394662,0.0002732450178491,0.0008088855645639,0.0008924069759856,0.0004379506997924,3,0.0123242232481067,0.0048889586370834,7.882975684673478e-06,0.9827789351391284
2000-06-13,0.0029885231727782,0.0065787725580852,0.0002238288400542,0.0086235712538185,-0.001132033620574,0.0010820888257485,0.0008985333217657,0.0014333242746875,3,0.006120572991197,0.0020643604712072,4.128953446738617e-06,0.9918109375841468
2000-06-14,0.0002822678208467,0.002253369739825,0.000676399187198,-0.0021351737491528,0.0013030249774552,-9.785415165735969e-05,-0.0003028834527638,0.0003919204150255,3,0.001749593180819,0.0034146394114779,1.911273740218301e-06,0.994833856133962
